time,semitone,f0
0.67,47,126.04
0.68,48,129.624
0.69,47,125.716
0.7,47,121.258
0.71,46,118.01
0.72,46,115.775
0.73,46,113.843
0.74,45,112.124
0.75,45,110.944
0.76,45,110.853
0.77,45,109.064
0.78,44,106.379
0.79,45,107.998
0.8,45,107.723
0.81,44,105.434
0.82,45,108.971
0.83,45,109.735
0.84,45,107.445
0.85,44,106.807
0.86,45,109.351
0.87,45,109.742
0.88,46,113.446
0.89,46,115.333
0.9,45,113.054
0.91,46,113.335
0.92,45,112.993
0.93,45,112.24
0.94,46,113.26
0.95,46,113.791
0.96,46,113.364
0.97,45,111.369
0.98,45,109.558
0.99,45,112.343
1.0,44,106.045
1.01,45,109.404
1.02,45,107.516
1.03,45,107.512
1.04,45,109.998
1.05,45,107.905
1.06,45,111.526
1.07,44,106.059
1.08,45,109.961
1.09,45,108.005
1.1,45,108.34
1.11,47,125.463
1.12,47,124.989
1.13,48,128.842
1.14,48,131.038
1.15,48,132.464
1.16,48,130.106
1.17,48,130.308
1.18,48,131.035
1.19,48,131.019
1.2,48,129.552
1.21,48,132.718
1.22,48,132.813
1.23,48,132.617
1.24,48,131.614
1.25,48,128.664
1.26,48,127.914
1.27,48,128.117
1.28,48,128.478
1.29,47,121.358
1.3,48,128.085
1.31,47,126.322
1.32,47,125.675
1.5,51,155.391
1.51,49,141.104
1.52,49,136.566
1.53,49,135.865
1.54,49,135.037
1.55,48,134.537
1.56,48,134.526
1.57,49,135.615
1.58,49,136.716
1.59,49,139.121
1.6,49,141.002
1.61,50,143.378
1.62,50,148.807
1.63,50,148.648
1.77,54,186.885
1.78,54,181.215
1.79,53,173.024
1.8,52,166.357
1.81,52,163.635
1.82,52,162.359
1.83,52,162.753
1.84,52,163.427
1.85,52,163.787
1.86,52,163.969
1.87,52,165.293
1.88,52,166.786
1.89,52,167.871
1.9,52,167.977
1.91,52,167.291
1.92,52,167.354
1.93,52,169.147
1.94,52,168.802
1.95,52,167.981
1.96,52,167.487
1.97,52,166.198
1.98,52,164.741
1.99,52,164.135
2.0,52,164.573
2.01,52,163.423
2.02,52,163.116
2.03,52,162.968
2.04,52,163.505
2.05,52,163.736
2.06,52,164.135
2.07,52,165.351
2.08,52,166.56
2.09,52,166.801
2.1,52,166.541
2.11,52,167.633
