0.046	261.6256
0.070	261.6256
0.093	261.6256
0.116	261.6256
0.139	261.6256
0.163	259.9518
0.186	259.9518
0.209	259.9518
0.232	259.9518
0.255	259.9518
0.279	259.9518
0.302	259.9518
0.325	259.9518
0.348	259.9518
0.372	259.9518
0.395	259.9518
0.418	260.7874
0.441	259.9518
0.464	259.9518
0.488	259.9518
0.511	259.9518
0.534	259.9518
0.557	259.9518
0.580	259.9518
0.604	259.9518
0.627	119.1884
0.650	119.1884
0.673	0.0000
0.697	289.9194
0.720	289.9194
0.743	289.9194
0.766	291.7861
0.789	291.7861
0.813	291.7861
0.836	289.9194
0.859	289.9194
0.882	293.6648
0.906	293.6648
0.929	325.4235
0.952	327.5188
0.975	327.5188
0.998	327.5188
1.022	327.5188
1.045	327.5188
1.068	327.5188
1.091	327.5188
1.115	327.5188
1.138	329.6276
1.161	329.6276
1.184	329.6276
1.207	329.6276
1.231	329.6276
1.254	329.6276
1.277	329.6276
1.300	329.6276
1.324	329.6276
1.347	329.6276
1.370	328.5715
1.393	327.5188
1.416	327.5188
1.440	329.6276
1.463	329.6276
1.486	329.6276
1.509	329.6276
1.533	329.6276
1.556	329.6276
1.579	329.6276
1.602	329.6276
1.625	329.6276
1.649	329.6276
1.672	329.6276
1.695	329.6276
1.718	329.6276
1.741	329.6276
1.765	329.6276
1.788	328.5715
1.811	327.5188
1.834	325.4235
1.858	291.7861
1.881	291.7861
1.904	291.7861
1.927	291.7861
1.950	292.7239
1.974	293.6648
1.997	293.6648
2.020	292.7239
2.043	290.8512
2.067	289.9194
2.090	259.9518
2.113	259.9518
2.136	259.9518
2.159	259.9518
2.183	261.6256
2.206	261.6256
2.229	261.6256
2.252	261.6256
2.276	261.6256
2.299	263.3101
2.322	263.3101
2.345	289.9194
2.368	289.9194
2.392	290.8512
2.415	293.6648
2.438	293.6648
2.461	293.6648
2.485	289.9194
2.508	293.6648
2.531	293.6648
2.554	327.5188
2.577	327.5188
2.601	327.5188
2.624	327.5188
2.647	327.5188
2.670	327.5188
2.694	327.5188
2.717	327.5188
2.740	327.5188
2.763	327.5188
2.786	259.9518
2.810	259.9518
2.833	259.9518
2.856	260.7874
2.879	260.7874
2.902	261.6256
2.926	261.6256
2.949	261.6256
2.972	261.6256
2.995	261.6256
3.019	261.6256
3.042	261.6256
3.065	260.7874
3.088	260.7874
3.111	260.7874
3.135	259.9518
3.158	259.9518
3.181	259.9518
3.204	119.1884
3.228	0.0000
3.251	0.0000
3.274	0.0000
3.297	0.0000
3.320	0.0000
3.344	0.0000
3.367	0.0000
3.390	0.0000
3.413	0.0000
3.437	0.0000
3.460	0.0000
3.483	0.0000
3.506	0.0000
3.529	0.0000
3.553	0.0000
3.576	0.0000
3.599	0.0000
3.622	0.0000
3.646	0.0000
3.669	0.0000
3.692	119.1884
3.715	259.9518
3.738	259.9518
3.762	260.7874
3.785	260.7874
3.808	260.7874
3.831	260.7874
3.855	260.7874
3.878	259.9518
3.901	259.9518
3.924	259.9518
3.947	259.9518
3.971	259.9518
3.994	259.9518
4.017	259.9518
4.040	259.9518
4.063	259.9518
4.087	259.9518
4.110	259.9518
4.133	259.9518
4.156	259.9518
4.180	259.9518
4.203	259.9518
4.226	259.9518
4.249	259.9518
4.272	259.9518
4.296	259.9518
4.319	0.0000
4.342	0.0000
4.365	0.0000
4.389	289.9194
4.412	289.9194
4.435	289.9194
4.458	291.7861
4.481	291.7861
4.505	291.7861
4.528	290.8512
4.551	289.9194
4.574	291.7861
4.598	293.6648
4.621	325.4235
4.644	327.5188
4.667	327.5188
4.690	327.5188
4.714	327.5188
4.737	327.5188
4.760	327.5188
4.783	327.5188
4.807	327.5188
4.830	328.5715
4.853	329.6276
4.876	329.6276
4.899	329.6276
4.923	329.6276
4.946	329.6276
4.969	329.6276
4.992	329.6276
5.016	329.6276
5.039	329.6276
5.062	329.6276
5.085	327.5188
5.108	327.5188
5.132	329.6276
5.155	329.6276
5.178	329.6276
5.201	329.6276
5.224	329.6276
5.248	329.6276
5.271	329.6276
5.294	329.6276
5.317	329.6276
5.341	329.6276
5.364	329.6276
5.387	329.6276
5.410	329.6276
5.433	329.6276
5.457	329.6276
5.480	329.6276
5.503	327.5188
5.526	325.4235
5.550	291.7861
5.573	291.7861
5.596	291.7861
5.619	291.7861
5.642	292.7239
5.666	293.6648
5.689	293.6648
5.712	293.6648
5.735	290.8512
5.759	289.9194
5.782	259.9518
5.805	259.9518
5.828	259.9518
5.851	259.9518
5.875	261.6256
5.898	261.6256
5.921	261.6256
5.944	261.6256
5.968	261.6256
5.991	263.3101
6.014	263.3101
6.037	289.9194
6.060	289.9194
6.084	290.8512
6.107	293.6648
6.130	293.6648
6.153	293.6648
6.177	293.6648
6.200	293.6648
6.223	293.6648
6.246	327.5188
6.269	327.5188
6.293	327.5188
6.316	327.5188
6.339	327.5188
6.362	327.5188
6.385	327.5188
6.409	327.5188
6.432	327.5188
6.455	327.5188
6.478	259.9518
6.502	259.9518
6.525	259.9518
6.548	259.9518
6.571	259.9518
6.594	259.9518
6.618	259.9518
6.641	259.9518
6.664	259.9518
6.687	259.9518
6.711	259.9518
6.734	259.9518
6.757	259.9518
6.780	259.9518
6.803	259.9518
6.827	259.9518
6.850	259.9518
6.873	259.9518
6.896	259.9518
6.920	259.9518
6.943	259.9518
6.966	259.9518
6.989	259.9518
7.012	259.9518
7.036	259.9518
7.059	259.9518
7.082	259.9518
7.105	259.9518
7.129	259.9518
7.152	259.9518
7.175	259.9518
7.198	259.9518
7.221	259.9518
7.245	259.9518
7.268	259.9518
7.291	259.9518
7.314	259.9518
7.338	259.9518
7.361	259.9518
7.384	259.9518
7.407	259.9518
7.430	259.9518
7.454	259.9518
7.477	259.9518
7.500	259.9518
7.523	259.9518
7.546	259.9518
7.570	259.9518
7.593	259.9518
7.616	259.9518
7.639	259.9518
7.663	259.9518
7.686	259.9518
7.709	260.7874
7.732	260.7874
7.755	261.6256
7.779	261.6256
7.802	259.9518
7.825	259.9518
7.848	259.9518
7.872	259.9518
7.895	259.9518
7.918	259.9518
7.941	259.9518
7.964	259.9518
7.988	259.9518
8.011	259.9518
8.034	259.9518
8.057	259.9518
8.081	329.6276
8.104	329.6276
8.127	329.6276
8.150	329.6276
8.173	329.6276
8.197	329.6276
8.220	329.6276
8.243	329.6276
8.266	328.5715
8.290	327.5188
8.313	327.5188
8.336	394.5194
8.359	394.5194
8.382	394.5194
8.406	394.5194
8.429	393.2554
8.452	393.2554
8.475	391.9954
8.499	393.2554
8.522	394.5194
8.545	394.5194
8.568	394.5194
8.591	394.5194
8.615	394.5194
8.638	394.5194
8.661	394.5194
8.684	394.5194
8.707	394.5194
8.731	394.5194
8.754	394.5194
8.777	394.5194
8.800	395.7874
8.824	394.5194
8.847	394.5194
8.870	394.5194
8.893	394.5194
8.916	391.9954
8.940	391.9954
8.963	391.9954
8.986	391.9954
9.009	391.9954
9.033	391.9954
9.056	391.9954
9.079	391.9954
9.102	391.9954
9.125	391.9954
9.149	391.9954
9.172	391.9954
9.195	391.9954
9.218	391.9954
9.242	394.5194
9.265	394.5194
9.288	394.5194
9.311	394.5194
9.334	394.5194
9.358	394.5194
9.381	394.5194
9.404	394.5194
9.427	397.0595
9.451	399.6161
9.474	442.8330
9.497	442.8330
9.520	442.8330
9.543	442.8330
9.567	442.8330
9.590	441.4142
9.613	440.0000
9.636	440.0000
9.660	440.0000
9.683	440.0000
9.706	399.6161
9.729	397.0595
9.752	397.0595
9.776	394.5194
9.799	394.5194
9.822	394.5194
9.845	394.5194
9.868	391.9954
9.892	389.4877
9.915	389.4877
9.938	353.7398
9.961	353.7398
9.985	351.4768
10.008	351.4768
10.031	350.3507
10.054	350.3507
10.077	0.0000
10.101	0.0000
10.124	0.0000
10.147	333.8859
10.170	329.6276
10.194	327.5188
10.217	329.6276
10.240	329.6276
10.263	329.6276
10.286	329.6276
10.310	329.6276
10.333	329.6276
10.356	325.4235
10.379	325.4235
10.403	291.7861
10.426	291.7861
10.449	291.7861
10.472	291.7861
10.495	291.7861
10.519	291.7861
10.542	291.7861
10.565	291.7861
10.588	289.9194
10.612	274.5270
10.635	259.9518
10.658	259.9518
10.681	259.9518
10.704	259.9518
10.728	260.7874
10.751	261.6256
10.774	261.6256
10.797	261.6256
10.820	260.7874
10.844	259.9518
10.867	261.6256
10.890	261.6256
10.913	261.6256
10.937	261.6256
10.960	261.6256
10.983	261.6256
11.006	259.9518
11.029	259.9518
11.053	259.9518
11.076	263.3101
11.099	391.9954
11.122	391.9954
11.146	391.9954
11.169	391.9954
11.192	393.2554
11.215	393.2554
11.238	393.2554
11.262	393.2554
11.285	394.5194
11.308	394.5194
11.331	394.5194
11.355	394.5194
11.378	394.5194
11.401	394.5194
11.424	394.5194
11.447	394.5194
11.471	394.5194
11.494	394.5194
11.517	394.5194
11.540	394.5194
11.564	395.7874
11.587	395.7874
11.610	394.5194
11.633	394.5194
11.656	394.5194
11.680	394.5194
11.703	394.5194
11.726	394.5194
11.749	394.5194
11.773	394.5194
11.796	394.5194
11.819	394.5194
11.842	394.5194
11.865	394.5194
11.889	394.5194
11.912	394.5194
11.935	394.5194
11.958	394.5194
11.981	394.5194
12.005	0.0000
12.028	0.0000
12.051	0.0000
12.074	0.0000
12.098	0.0000
12.121	0.0000
12.144	0.0000
12.167	0.0000
12.190	0.0000
12.214	0.0000
12.237	0.0000
12.260	0.0000
12.283	0.0000
12.307	0.0000
12.330	0.0000
12.353	0.0000
12.376	0.0000
12.399	0.0000
12.423	0.0000
12.446	0.0000
12.469	0.0000
12.492	0.0000
12.516	0.0000
12.539	0.0000
12.562	0.0000
12.585	0.0000
12.608	0.0000
12.632	0.0000
12.655	0.0000
12.678	0.0000
12.701	0.0000
12.725	0.0000
12.748	0.0000
12.771	0.0000
12.794	0.0000
12.817	0.0000
12.841	0.0000
12.864	0.0000
12.887	0.0000
12.910	0.0000
12.934	397.0595
12.957	395.7874
12.980	394.5194
13.003	394.5194
13.026	394.5194
13.050	394.5194
13.073	394.5194
13.096	394.5194
13.119	394.5194
13.142	394.5194
13.166	398.3358
13.189	397.0595
13.212	397.0595
13.235	394.5194
13.259	394.5194
13.282	394.5194
13.305	394.5194
13.328	394.5194
13.351	394.5194
13.375	397.0595
13.398	397.0595
13.421	397.0595
13.444	397.0595
13.468	394.5194
13.491	394.5194
13.514	394.5194
13.537	394.5194
13.560	394.5194
13.584	394.5194
13.607	394.5194
13.630	394.5194
13.653	394.5194
13.677	394.5194
13.700	394.5194
13.723	394.5194
13.746	394.5194
13.769	394.5194
13.793	394.5194
13.816	394.5194
13.839	0.0000
13.862	0.0000
13.886	0.0000
13.909	0.0000
13.932	0.0000
13.955	0.0000
13.978	0.0000
14.002	0.0000
14.025	0.0000
14.048	0.0000
14.071	0.0000
14.095	0.0000
14.118	0.0000
14.141	0.0000
14.164	0.0000
14.187	0.0000
14.211	0.0000
14.234	0.0000
14.257	0.0000
14.280	0.0000
14.303	0.0000
14.327	0.0000
14.350	0.0000
14.373	0.0000
14.396	0.0000
14.420	0.0000
14.443	0.0000
14.466	0.0000
14.489	0.0000
14.512	0.0000
14.536	0.0000
14.559	0.0000
14.582	0.0000
14.605	0.0000
14.629	0.0000
14.652	0.0000
14.675	0.0000
14.698	0.0000
14.721	0.0000
14.745	0.0000
14.768	259.9518
14.791	259.9518
14.814	259.9518
14.838	263.3101
14.861	263.3101
14.884	263.3101
14.907	262.4665
14.930	261.6256
14.954	259.9518
14.977	259.9518
15.000	259.9518
15.023	259.9518
15.047	259.9518
15.070	259.9518
15.093	259.9518
15.116	259.9518
15.139	259.9518
15.163	259.9518
15.186	259.9518
15.209	259.9518
15.232	259.9518
15.256	259.9518
15.279	259.9518
15.302	259.9518
15.325	259.9518
15.348	259.9518
