beats,note_index
0.0,66.0
1.0,64.0
1.5,66.0
2.0,69.0
3.0,66.0
3.5,64.0
4.0,66.0
8.0,64.0
9.5,59.0
10.0,62.0
10.5,64.0
10.75,62.0
11.0,59.0
11.5,57.0
12.0,59.0
16.0,71.0
16.5,71.0
17.0,71.0
17.5,69.0
18.0,66.0
19.0,66.0
20.0,66.0
21.0,64.0
21.5,66.0
22.0,62.0
23.0,59.0
24.0,64.0
24.5,64.0
25.0,64.0
25.5,66.0
26.0,69.0
27.0,66.0
28.0,64.0
28.5,66.0
29.0,64.0
29.5,62.0
30.0,62.0
30.5,59.0
31.5,57.0
32.0,59.0
36.0,59.0
36.5,62.0
37.0,57.0
37.5,59.0
38.0,64.0
38.5,66.0
39.0,62.0
39.5,64.0
40.0,66.0
44.0,64.0
45.5,59.0
46.0,62.0
46.5,64.0
46.75,62.0
47.0,59.0
47.5,57.0
48.0,59.0
52.0,71.0
52.5,71.0
53.0,71.0
53.5,69.0
54.0,66.0
55.0,66.0
56.0,66.0
57.0,64.0
57.5,66.0
58.0,62.0
59.0,59.0
60.0,64.0
60.5,64.0
61.0,64.0
61.5,66.0
62.0,69.0
63.0,66.0
64.0,64.0
64.5,66.0
65.0,64.0
65.5,62.0
66.0,62.0
66.5,59.0
67.5,57.0
68.0,59.0
