beats,note_index
0.0,61.0
1.0,61.0
1.5,64.0
2.0,66.0
2.5,69.0
3.0,69.0
3.5,66.0
4.0,64.0
5.0,64.0
5.5,66.0
6.0,64.0
8.0,61.0
9.0,61.0
9.5,64.0
10.0,66.0
10.5,69.0
11.0,69.0
11.5,66.0
12.0,64.0
13.0,64.0
13.5,66.0
14.0,64.0
16.0,64.0
17.0,64.0
18.0,64.0
19.0,61.0
19.5,64.0
20.0,66.0
21.0,66.0
22.0,64.0
24.0,61.0
25.0,59.0
25.5,61.0
26.0,64.0
27.0,61.0
27.5,59.0
28.0,57.0
29.0,57.0
29.5,59.0
30.0,57.0
32.0,61.0
32.5,59.0
33.0,57.0
33.5,61.0
34.0,59.0
35.5,61.0
36.0,64.0
37.0,66.0
37.5,69.0
38.0,64.0
40.0,59.0
41.0,61.0
41.5,64.0
42.0,59.0
42.5,61.0
43.0,57.0
43.5,54.0
44.0,52.0
46.0,54.0
47.0,57.0
48.0,59.0
49.5,61.0
50.0,57.0
50.5,59.0
51.0,57.0
51.5,54.0
52.0,52.0
