beats,note_index
0.0,65.0
1/3,67.0
0.5,68.0
0.75,70.0
1.25,72.0
4/3,70.0
1.5,68.0
2.0,68.0
2.0,67.0
7/3,65.0
3.0,65.0
3.5,67.0
11/3,68.0
3.75,70.0
4.25,72.0
4.5,70.0
14/3,68.0
4.75,67.0
5.0,68.0
5.25,70.0
16/3,72.0
6.25,65.0
6.5,67.0
6.75,68.0
7.0,70.0
22/3,72.0
7.5,70.0
23/3,68.0
8.0,68.0
8.25,67.0
8.5,65.0
9.25,67.0
29/3,67.0
10.0,67.0
31/3,68.0
32/3,67.0
10.75,65.0
11.25,65.0
34/3,63.0
11.5,65.0
37/3,72.0
38/3,72.0
13.0,72.0
13.5,70.0
41/3,68.0
13.75,70.0
14.25,70.0
14.5,72.0
44/3,70.0
46/3,68.0
15.75,68.0
16.25,68.0
16.5,70.0
16.75,68.0
17.0,67.0
52/3,67.0
17.5,68.0
53/3,67.0
18.5,72.0
18.75,72.0
19.0,72.0
19.25,72.0
59/3,70.0
19.75,68.0
20.0,70.0
61/3,70.0
62/3,72.0
20.75,70.0
21.5,68.0
22.0,68.0
67/3,67.0
22.75,68.0
23.0,67.0
23.0,65.0
23.5,65.0
71/3,63.0
23.75,65.0
25.0,65.0
76/3,67.0
25.5,68.0
25.75,70.0
26.25,72.0
79/3,70.0
26.5,68.0
27.0,68.0
27.25,67.0
82/3,65.0
28.25,65.0
28.5,67.0
28.75,68.0
29.0,70.0
88/3,72.0
29.5,70.0
29.75,68.0
30.0,67.0
30.25,68.0
91/3,70.0
30.5,72.0
94/3,65.0
95/3,67.0
32.0,68.0
32.0,70.0
32.5,72.0
98/3,70.0
33.0,68.0
100/3,68.0
33.5,67.0
101/3,65.0
34.5,67.0
34.75,67.0
35.25,67.0
107/3,68.0
35.75,67.0
36.0,65.0
36.5,65.0
110/3,63.0
37.0,65.0
113/3,72.0
38.0,72.0
38.5,72.0
38.75,70.0
39.0,68.0
39.25,70.0
119/3,70.0
39.75,72.0
40.0,70.0
40.75,68.0
41.25,68.0
125/3,68.0
42.0,70.0
42.25,68.0
42.5,67.0
42.75,67.0
43.0,68.0
43.25,67.0
44.0,72.0
133/3,72.0
134/3,72.0
44.75,72.0
45.25,70.0
136/3,68.0
137/3,70.0
46.0,70.0
46.25,72.0
139/3,70.0
47.25,68.0
47.5,68.0
48.0,67.0
145/3,68.0
48.5,67.0
48.75,65.0
49.25,65.0
148/3,63.0
49.5,65.0
52.0,65.0
157/3,67.0
158/3,68.0
52.75,70.0
53.25,72.0
160/3,70.0
161/3,68.0
54.0,68.0
54.25,67.0
163/3,65.0
55.25,65.0
55.5,67.0
55.75,68.0
56.0,70.0
169/3,72.0
56.5,70.0
56.75,68.0
57.0,67.0
57.25,68.0
172/3,70.0
57.5,72.0
175/3,65.0
58.75,67.0
59.0,68.0
59.25,70.0
59.5,72.0
59.75,70.0
60.0,68.0
181/3,68.0
60.5,67.0
60.75,65.0
61.5,67.0
62.0,67.0
187/3,67.0
188/3,68.0
63.0,67.0
63.0,65.0
63.5,65.0
191/3,63.0
64.0,65.0
194/3,72.0
65.0,72.0
65.5,72.0
65.75,70.0
66.0,68.0
66.25,70.0
200/3,70.0
66.75,72.0
67.0,70.0
67.75,68.0
68.25,68.0
206/3,68.0
69.0,70.0
69.25,68.0
69.5,67.0
69.75,67.0
70.0,68.0
70.25,67.0
71.0,72.0
214/3,72.0
71.5,72.0
71.75,72.0
72.25,70.0
217/3,68.0
72.5,70.0
73.0,70.0
73.25,72.0
220/3,70.0
74.25,68.0
74.5,68.0
75.0,67.0
226/3,68.0
75.5,67.0
75.75,65.0
76.25,65.0
229/3,63.0
76.5,65.0
232/3,72.0
233/3,72.0
78.0,72.0
78.0,72.0
78.5,70.0
236/3,68.0
79.0,70.0
238/3,70.0
79.5,72.0
79.75,70.0
80.5,68.0
80.75,68.0
81.25,67.0
245/3,68.0
81.75,67.0
82.0,65.0
82.5,65.0
248/3,63.0
82.75,65.0
251/3,72.0
84.0,72.0
84.25,72.0
84.5,72.0
84.75,70.0
85.0,68.0
85.25,70.0
257/3,70.0
85.75,72.0
86.0,70.0
86.75,68.0
87.25,68.0
87.5,67.0
88.0,68.0
88.25,67.0
265/3,65.0
88.75,65.0
89.0,63.0
89.25,65.0
90.0,72.0
271/3,72.0
90.5,72.0
90.75,72.0
91.25,70.0
274/3,68.0
91.5,70.0
92.0,70.0
92.25,72.0
277/3,70.0
93.25,68.0
93.5,68.0
94.0,67.0
283/3,68.0
284/3,67.0
94.75,65.0
95.25,65.0
95.5,63.0
95.75,65.0
