beats,note_index
0.0,64.0
1.5,62.0
2.0,60.0
3.0,62.0
4.0,64.0
5.0,63.0
6.0,64.0
7.0,60.0
8.0,62.0
9.0,62.0
10.0,62.0
11.0,62.0
16.0,62.0
17.5,60.0
18.0,59.0
19.0,60.0
20.0,62.0
21.0,61.0
22.0,62.0
23.0,59.0
24.0,60.0
25.0,64.0
26.0,64.0
27.0,64.0
32.0,64.0
33.5,62.0
34.0,60.0
35.0,62.0
36.0,64.0
37.0,63.0
38.0,64.0
39.0,60.0
40.0,62.0
41.0,62.0
42.0,62.0
43.0,62.0
48.0,62.0
49.5,60.0
50.0,59.0
51.0,60.0
52.0,62.0
53.0,61.0
54.0,62.0
55.0,59.0
56.0,60.0
57.0,60.0
58.0,60.0
59.0,60.0
60.0,62.0
62.0,64.0
64.0,60.0
