beats,note_index
0.0,65.0
1.5,65.0
2.0,65.0
3.0,65.0
3.5,65.0
4.0,67.0
6.0,67.0
7.5,58.0
8.0,67.0
9.0,67.0
10.0,69.0
11.0,70.0
12.0,65.0
15.5,58.0
16.0,67.0
17.5,67.0
18.0,67.0
19.0,69.0
19.5,70.0
20.0,65.0
21.0,63.0
22.0,62.0
24.0,60.0
25.0,63.0
26.0,62.0
26.5,60.0
28.0,58.0
32.0,67.0
32.5,67.0
33.5,65.0
34.0,63.0
35.0,67.0
36.0,65.0
37.0,63.0
38.0,62.0
40.0,60.0
41.5,62.0
42.0,63.0
43.0,62.0
43.5,60.0
44.0,62.0
45.0,63.0
46.0,65.0
48.0,67.0
48.5,67.0
49.5,67.0
50.0,67.0
51.0,70.0
52.0,69.0
53.0,65.0
53.5,67.0
54.0,69.0
56.0,67.0
57.5,67.0
58.0,67.0
59.0,70.0
59.5,70.0
60.0,72.0
61.0,70.0
61.5,72.0
68.0,74.0
70.0,72.0
71.0,70.0
72.0,70.0
73.0,67.0
73.5,67.0
76.0,72.0
77.5,72.0
78.0,69.0
79.0,67.0
80.0,65.0
84.0,74.0
86.0,72.0
87.0,70.0
88.0,75.0
89.0,67.0
89.5,67.0
92.0,69.0
93.0,69.0
93.5,67.0
94.0,69.0
95.0,70.0
96.0,72.0
98.0,69.0
100.0,70.0
