beats,note_index
20.0,59.0
62/3,66.0
21.25,64.0
68/3,64.0
24.0,64.0
24.5,66.0
25.0,68.0
25.75,71.0
26.5,68.0
27.75,68.0
91/3,71.0
31.0,76.0
95/3,76.0
32.25,76.0
33.0,76.0
33.5,73.0
34.25,68.0
35.5,68.0
122/3,68.0
41.25,66.0
42.0,64.0
43.25,64.0
44.5,61.0
45.0,64.0
45.75,61.0
46.5,66.0
47.0,66.0
145/3,63.0
49.0,61.0
149/3,59.0
155/3,66.0
52.25,66.0
53.0,68.0
53.5,61.0
54.25,61.0
55.0,59.0
55.5,61.0
56.0,64.0
61.25,59.0
62.0,66.0
188/3,64.0
64.0,64.0
65.0,64.0
65.75,66.0
66.5,68.0
67.0,71.0
67.75,68.0
69.0,68.0
215/3,71.0
72.25,76.0
73.0,76.0
73.5,76.0
74.25,76.0
75.0,73.0
75.5,68.0
76.75,68.0
82.0,68.0
248/3,66.0
83.25,64.0
84.5,64.0
85.75,73.0
86.5,73.0
87.0,71.0
87.75,71.0
265/3,68.0
92.25,66.0
93.0,66.0
93.5,68.0
95.0,69.0
96.0,68.0
96.75,66.0
292/3,64.0
98.0,64.0
104.5,66.0
105.75,66.0
107.0,71.0
107.75,71.0
325/3,73.0
329/3,71.0
331/3,73.0
111.0,73.0
335/3,76.0
113.5,76.0
114.25,76.0
115.0,73.0
115.5,71.0
116.0,71.0
116.75,71.0
352/3,73.0
118.0,68.0
358/3,66.0
125.0,78.0
125.75,78.0
126.5,78.0
127.0,80.0
385/3,78.0
129.0,78.0
389/3,76.0
131.0,71.0
395/3,73.0
132.25,75.0
133.5,76.0
135.5,76.0
136.0,76.0
136.75,76.0
412/3,73.0
138.75,78.0
147.75,68.0
445/3,66.0
149.0,64.0
449/3,66.0
455/3,68.0
153.0,71.0
153.5,73.0
154.25,76.0
155.0,73.0
155.5,71.0
156.75,71.0
158.0,76.0
158.75,78.0
478/3,80.0
160.0,78.0
482/3,76.0
161.25,76.0
162.0,73.0
488/3,73.0
163.25,68.0
164.0,68.0
164.5,71.0
505/3,68.0
169.0,66.0
509/3,64.0
511/3,66.0
172.25,68.0
173.5,71.0
174.25,73.0
175.0,76.0
175.5,73.0
176.0,71.0
532/3,71.0
178.75,76.0
538/3,78.0
180.0,80.0
542/3,78.0
544/3,76.0
182.0,76.0
548/3,73.0
550/3,73.0
184.0,71.0
554/3,73.0
556/3,76.0
186.75,76.0
205.75,59.0
206.5,66.0
207.0,64.0
625/3,64.0
629/3,64.0
631/3,66.0
211.0,68.0
635/3,71.0
212.25,68.0
213.5,68.0
216.0,71.0
216.75,76.0
652/3,76.0
218.0,76.0
218.75,76.0
658/3,73.0
220.0,68.0
221.25,68.0
226.5,68.0
227.0,66.0
227.75,64.0
229.0,64.0
691/3,61.0
231.0,64.0
695/3,61.0
232.25,66.0
233.0,66.0
234.25,63.0
235.0,61.0
235.5,59.0
712/3,66.0
238.0,66.0
238.75,68.0
718/3,61.0
240.0,61.0
722/3,59.0
241.25,61.0
242.0,64.0
247.0,59.0
247.75,66.0
745/3,64.0
749/3,64.0
251.0,64.0
755/3,66.0
252.25,68.0
253.0,71.0
253.5,68.0
255.0,68.0
772/3,71.0
258.0,76.0
258.75,76.0
778/3,76.0
260.0,76.0
782/3,73.0
261.25,68.0
788/3,68.0
267.75,68.0
805/3,66.0
269.0,64.0
811/3,64.0
815/3,73.0
272.25,73.0
273.0,71.0
273.5,71.0
274.25,68.0
278.0,66.0
278.75,66.0
838/3,68.0
842/3,69.0
282.0,68.0
848/3,66.0
283.25,64.0
284.0,64.0
871/3,66.0
875/3,66.0
293.0,71.0
293.5,71.0
294.25,73.0
295.5,71.0
296.0,73.0
296.75,73.0
892/3,76.0
898/3,76.0
300.0,76.0
902/3,73.0
301.25,71.0
302.0,71.0
908/3,71.0
303.25,73.0
304.0,68.0
305.0,66.0
311.0,78.0
935/3,78.0
312.25,78.0
313.0,80.0
314.25,78.0
315.0,78.0
315.5,76.0
316.75,71.0
952/3,73.0
318.0,75.0
958/3,76.0
321.25,76.0
322.0,76.0
968/3,76.0
323.25,73.0
324.5,78.0
1001/3,68.0
334.25,66.0
335.0,64.0
335.5,66.0
1012/3,68.0
338.75,71.0
1018/3,73.0
340.0,76.0
1022/3,73.0
341.25,71.0
1028/3,71.0
344.0,76.0
344.5,78.0
345.0,80.0
345.75,78.0
346.5,76.0
347.0,76.0
347.75,73.0
1045/3,73.0
349.0,68.0
1049/3,68.0
1051/3,71.0
354.25,68.0
355.0,66.0
355.5,64.0
356.0,66.0
358.0,68.0
1078/3,71.0
360.0,73.0
1082/3,76.0
361.25,73.0
362.0,71.0
363.25,71.0
364.5,76.0
365.0,78.0
365.75,80.0
366.5,78.0
367.0,76.0
367.75,76.0
368.5,73.0
369.0,73.0
369.75,71.0
370.5,73.0
371.25,76.0
372.5,76.0
1295/3,68.0
432.25,66.0
433.0,64.0
433.5,66.0
435.5,68.0
436.75,71.0
1312/3,73.0
438.0,76.0
438.75,73.0
1318/3,71.0
1322/3,71.0
442.0,76.0
1328/3,78.0
443.25,80.0
444.0,78.0
444.5,76.0
445.0,76.0
445.75,73.0
446.5,73.0
447.0,68.0
447.75,68.0
1345/3,71.0
452.25,68.0
453.0,66.0
453.5,64.0
454.25,66.0
