beats,note_index
23.25,71.0
24.25,78.0
26.0,78.0
80/3,76.0
27.0,76.0
38.75,71.0
122/3,83.0
43.0,81.0
43.5,83.0
52.25,71.0
53.25,78.0
54.25,76.0
59.0,78.0
60.0,74.0
61.0,71.0
61.5,69.0
62.0,71.0
67.75,76.0
68.75,83.0
209/3,81.0
74.5,83.0
75.5,79.0
76.5,76.0
77.0,74.0
232/3,76.0
85.0,71.0
86.0,71.0
260/3,71.0
87.0,74.0
263/3,76.0
88.0,78.0
88.5,76.0
89.0,76.0
93.0,78.0
94.0,76.0
283/3,78.0
95.0,74.0
95.75,71.0
96.25,69.0
96.75,71.0
302/3,71.0
305/3,71.0
103.5,74.0
104.5,74.0
105.0,76.0
105.5,74.0
106.0,71.0
106.5,69.0
325/3,71.0
328/3,69.0
110.0,71.0
331/3,67.0
111.25,64.0
111.75,62.0
112.25,64.0
116.0,64.0
117.0,64.0
118.0,69.0
119.5,69.0
120.0,71.0
121.0,64.0
124.0,76.0
376/3,79.0
125.75,74.0
126.75,71.0
127.25,69.0
127.75,71.0
398/3,69.0
133.5,67.0
134.5,69.0
135.5,74.0
137.0,74.0
412/3,74.0
415/3,71.0
418/3,76.0
421/3,71.0
140.75,69.0
141.25,67.0
142.75,69.0
143.25,71.0
144.25,69.0
434/3,71.0
145.0,67.0
146.0,64.0
440/3,62.0
147.0,64.0
149.0,64.0
149.5,67.0
150.0,69.0
150.5,71.0
150.75,74.0
151.0,76.0
156.75,71.0
157.75,78.0
158.25,76.0
158.75,76.0
488/3,76.0
163.5,76.0
164.0,74.0
164.5,71.0
166.5,71.0
167.0,71.0
168.0,74.0
505/3,76.0
169.0,78.0
508/3,74.0
170.0,69.0
511/3,71.0
176.0,71.0
177.0,78.0
533/3,76.0
178.0,76.0
182.0,74.0
183.0,76.0
550/3,74.0
184.0,71.0
185.75,71.0
186.25,71.0
187.25,74.0
187.75,76.0
188.25,78.0
188.75,74.0
189.25,69.0
569/3,71.0
195.5,64.0
196.5,71.0
197.0,69.0
592/3,69.0
201.75,69.0
202.25,67.0
202.75,69.0
203.25,71.0
204.25,71.0
205.0,69.0
617/3,67.0
206.0,62.0
207.0,64.0
213.0,71.0
214.0,78.0
643/3,76.0
215.0,76.0
659/3,78.0
662/3,74.0
665/3,71.0
222.0,69.0
668/3,71.0
685/3,76.0
688/3,83.0
691/3,81.0
235.0,83.0
236.0,79.0
237.0,76.0
713/3,74.0
238.0,76.0
245.75,71.0
246.75,71.0
247.25,71.0
247.75,74.0
248.25,76.0
248.75,78.0
249.25,76.0
749/3,76.0
253.5,78.0
254.5,76.0
255.0,78.0
255.5,74.0
256.5,71.0
257.0,69.0
772/3,71.0
261.25,71.0
262.25,71.0
264.25,74.0
265.0,74.0
797/3,76.0
266.0,74.0
800/3,71.0
267.0,69.0
269.0,71.0
270.0,69.0
270.5,71.0
271.0,67.0
272.0,64.0
817/3,62.0
273.0,64.0
276.75,64.0
277.75,64.0
278.75,69.0
280.0,69.0
842/3,71.0
845/3,64.0
284.5,76.0
286.0,79.0
286.5,74.0
862/3,71.0
288.0,69.0
865/3,71.0
293.25,69.0
294.25,67.0
295.0,69.0
296.0,74.0
893/3,74.0
298.0,74.0
299.0,71.0
300.0,76.0
301.0,71.0
301.5,69.0
302.0,67.0
910/3,69.0
304.0,71.0
305.0,69.0
916/3,71.0
305.75,67.0
306.75,64.0
307.25,62.0
307.75,64.0
929/3,64.0
310.0,67.0
932/3,69.0
311.0,71.0
934/3,74.0
935/3,76.0
952/3,71.0
955/3,78.0
319.0,76.0
958/3,76.0
323.25,76.0
324.25,76.0
974/3,74.0
325.0,71.0
327.0,71.0
983/3,71.0
328.5,74.0
329.0,76.0
329.5,78.0
330.0,74.0
330.5,69.0
331.0,71.0
336.75,71.0
337.75,78.0
338.25,76.0
338.75,76.0
1028/3,74.0
343.5,76.0
344.0,74.0
344.5,71.0
346.5,71.0
347.0,71.0
348.0,74.0
1045/3,76.0
349.0,78.0
1048/3,74.0
350.0,69.0
1051/3,71.0
356.0,64.0
357.0,71.0
1073/3,69.0
358.0,69.0
1087/3,69.0
363.0,67.0
1090/3,69.0
364.0,71.0
365.0,71.0
365.75,69.0
366.25,67.0
366.75,62.0
367.75,64.0
373.5,64.0
374.5,71.0
375.0,69.0
375.5,69.0
1141/3,67.0
381.25,67.0
382.25,69.0
383.25,71.0
385.0,71.0
387.0,74.0
389.0,71.0
390.0,74.0
391.0,76.0
392.0,79.0
393.0,81.0
394.0,83.0
1199/3,86.0
1202/3,81.0
1205/3,79.0
1208/3,74.0
412.25,76.0
