beats,note_index
0.0,64.0
0.75,64.0
1.0,62.0
4/3,64.0
2.0,64.0
7/3,62.0
8/3,62.0
10/3,64.0
4.0,69.0
32/3,62.0
34/3,62.0
35/3,60.0
12.0,62.0
38/3,62.0
13.0,60.0
40/3,57.0
14.0,55.0
44/3,57.0
64/3,64.0
22.0,69.0
67/3,67.0
68/3,67.0
23.0,69.0
70/3,67.0
71/3,64.0
24.0,62.0
73/3,64.0
74/3,62.0
25.0,60.0
76/3,62.0
32.0,57.0
97/3,60.0
32.75,62.0
33.0,64.0
100/3,62.0
101/3,60.0
34.0,57.0
104/3,57.0
128/3,64.0
130/3,64.0
131/3,62.0
44.0,64.0
134/3,64.0
45.0,62.0
136/3,62.0
46.0,64.0
140/3,69.0
160/3,62.0
54.0,62.0
163/3,60.0
164/3,62.0
166/3,62.0
167/3,60.0
56.0,57.0
170/3,55.0
172/3,57.0
64.0,64.0
64.75,69.0
65.0,67.0
196/3,67.0
197/3,69.0
66.0,67.0
199/3,64.0
200/3,62.0
67.0,64.0
202/3,62.0
203/3,60.0
68.0,62.0
69.0,57.0
224/3,57.0
75.0,60.0
226/3,62.0
76.0,64.0
229/3,67.0
230/3,72.0
77.0,69.0
256/3,64.0
86.0,69.0
260/3,72.0
262/3,69.0
88.0,62.0
265/3,64.0
266/3,62.0
89.0,60.0
268/3,57.0
90.0,57.0
96.0,62.0
289/3,64.0
96.75,62.0
97.0,60.0
292/3,57.0
98.0,57.0
104.0,57.0
104.75,57.0
316/3,64.0
106.0,62.0
320/3,64.0
322/3,69.0
323/3,67.0
108.0,64.0
326/3,64.0
328/3,64.0
110.0,69.0
331/3,67.0
332/3,64.0
334/3,64.0
352/3,64.0
118.0,69.0
356/3,72.0
358/3,69.0
120.0,62.0
361/3,64.0
362/3,62.0
121.0,60.0
364/3,57.0
122.0,57.0
128.0,62.0
385/3,64.0
128.75,62.0
129.0,60.0
388/3,57.0
130.0,57.0
136.0,57.0
136.75,57.0
412/3,64.0
138.0,62.0
416/3,64.0
418/3,69.0
422/3,69.0
141.0,67.0
424/3,69.0
152.0,57.0
152.75,57.0
460/3,64.0
154.0,62.0
464/3,64.0
466/3,69.0
484/3,67.0
488/3,69.0
