beats,note_index
1.5,63.0
2.0,63.0
2.75,63.0
3.5,63.0
4.25,63.0
5.0,63.0
17/3,61.0
7.5,63.0
7.75,59.0
55/3,61.0
19.0,61.0
19.75,61.0
20.5,61.0
22.0,66.0
22.5,66.0
24.0,63.0
73/3,65.0
25.5,63.0
106/3,64.0
36.0,63.0
110/3,64.0
38.75,68.0
39.5,68.0
41.0,66.0
125/3,64.0
44.5,61.0
46.0,63.0
58.0,64.0
58.5,64.0
178/3,64.0
60.0,64.0
182/3,64.0
61.5,66.0
62.0,68.0
63.5,68.0
64.25,68.0
197/3,70.0
73.5,71.0
74.0,70.0
74.75,70.0
75.5,68.0
77.0,70.0
235/3,63.0
91.75,63.0
92.5,64.0
93.25,64.0
94.0,64.0
94.5,64.0
286/3,66.0
96.0,68.0
97.5,68.0
98.0,71.0
99.5,68.0
326/3,70.0
109.5,70.0
110.0,70.0
111.25,68.0
112.25,70.0
124.25,68.0
125.0,68.0
377/3,70.0
379/3,75.0
127.0,70.0
127.75,68.0
128.5,70.0
129.25,75.0
130.5,70.0
139.75,68.0
140.5,66.0
141.25,68.0
142.0,68.0
142.5,68.0
430/3,66.0
144.0,68.0
434/3,66.0
145.5,59.0
146.0,61.0
147.5,63.0
157.5,63.0
158.0,64.0
158.75,63.0
159.5,64.0
160.25,63.0
161.0,64.0
485/3,63.0
487/3,64.0
163.0,73.0
163.5,75.0
164.5,70.0
523/3,70.0
175.0,71.0
175.75,71.0
176.5,71.0
177.25,71.0
178.0,71.0
179.0,70.0
538/3,68.0
180.0,68.0
542/3,71.0
181.5,70.0
181.75,70.0
192.0,68.0
578/3,68.0
193.5,70.0
194.0,75.0
194.75,70.0
195.5,68.0
196.25,70.0
197.0,75.0
595/3,70.0
207.5,68.0
208.25,66.0
209.0,68.0
629/3,68.0
631/3,68.0
211.0,66.0
211.75,68.0
212.5,66.0
213.25,59.0
214.0,61.0
214.5,63.0
225.25,63.0
226.0,64.0
226.5,63.0
682/3,64.0
228.0,63.0
686/3,64.0
229.5,63.0
230.0,64.0
230.75,73.0
231.25,75.0
232.25,70.0
241.5,70.0
242.0,71.0
242.75,73.0
243.5,76.0
244.25,75.0
245.0,73.0
737/3,71.0
740/3,70.0
247.75,71.0
249.25,68.0
261.25,63.0
262.0,63.0
262.5,63.0
790/3,63.0
264.0,63.0
794/3,63.0
265.5,61.0
267.5,59.0
278.0,61.0
278.75,61.0
279.5,61.0
280.25,61.0
845/3,66.0
847/3,66.0
283.75,64.0
285.25,63.0
286.25,61.0
295.0,64.0
295.75,63.0
296.5,64.0
298.5,68.0
898/3,68.0
902/3,66.0
301.75,64.0
304.5,61.0
917/3,63.0
953/3,64.0
955/3,64.0
319.0,64.0
319.75,64.0
320.5,64.0
321.25,66.0
322.0,68.0
970/3,68.0
324.0,68.0
325.5,70.0
333.25,71.0
334.0,70.0
334.5,70.0
1006/3,68.0
1010/3,70.0
338.0,63.0
351.5,63.0
352.25,64.0
353.0,64.0
1061/3,64.0
1063/3,64.0
355.0,66.0
355.75,68.0
357.25,68.0
358.0,71.0
1078/3,68.0
368.5,70.0
369.25,70.0
370.0,70.0
371.0,68.0
372.0,70.0
384.0,68.0
1154/3,68.0
385.5,70.0
386.0,75.0
386.75,70.0
387.5,68.0
388.25,70.0
389.0,75.0
1171/3,70.0
399.5,68.0
400.25,66.0
401.0,68.0
1205/3,68.0
1207/3,68.0
403.0,66.0
403.75,68.0
404.5,66.0
405.25,59.0
406.0,61.0
1222/3,63.0
417.25,63.0
418.0,64.0
418.5,63.0
1258/3,64.0
420.0,63.0
1262/3,64.0
421.5,63.0
422.0,64.0
422.75,73.0
423.25,75.0
424.25,70.0
434.0,70.0
434.75,71.0
435.5,71.0
436.25,71.0
437.0,71.0
1313/3,71.0
1316/3,70.0
439.0,68.0
439.75,68.0
440.5,71.0
441.25,70.0
441.5,70.0
451.75,68.0
452.5,68.0
453.25,70.0
454.0,75.0
454.5,70.0
1366/3,68.0
456.0,70.0
1370/3,73.0
457.0,75.0
458.0,70.0
1402/3,68.0
468.0,66.0
1406/3,68.0
469.5,68.0
470.0,68.0
470.5,66.0
470.75,66.0
471.5,68.0
472.25,66.0
473.0,59.0
1421/3,61.0
475.0,63.0
485.0,63.0
1457/3,64.0
1459/3,63.0
487.0,64.0
487.75,63.0
488.5,64.0
489.25,63.0
490.0,64.0
490.5,73.0
490.75,75.0
492.0,70.0
501.25,70.0
502.0,71.0
502.5,73.0
1510/3,76.0
504.0,75.0
1514/3,73.0
505.5,71.0
506.5,70.0
507.5,71.0
509.0,68.0
519.5,68.0
520.25,68.0
521.0,70.0
1565/3,75.0
1567/3,70.0
523.0,68.0
523.75,70.0
524.5,73.0
524.75,75.0
526.0,70.0
535.0,68.0
535.75,66.0
536.5,68.0
537.25,68.0
538.0,68.0
538.5,66.0
1618/3,68.0
540.0,66.0
1622/3,59.0
541.5,61.0
542.75,63.0
1658/3,63.0
553.5,64.0
554.0,63.0
554.75,64.0
555.5,63.0
556.25,64.0
557.0,63.0
1673/3,64.0
1675/3,73.0
559.0,75.0
559.75,70.0
569.0,70.0
1709/3,71.0
1711/3,73.0
571.0,76.0
571.75,75.0
572.5,73.0
573.25,71.0
574.25,70.0
1726/3,71.0
577.0,68.0
