beats,note_index
34/3,63.0
13.0,60.0
17.0,60.0
17.75,63.0
56/3,65.0
19.5,58.0
112/3,58.0
38.0,60.0
39.0,61.0
40.5,68.0
43.0,68.0
43.75,67.0
134/3,63.0
136/3,65.0
46.25,63.0
140/3,61.0
47.0,60.0
64.5,63.0
64.75,65.0
197/3,65.0
203/3,65.0
68.0,70.0
69.0,68.0
208/3,67.0
70.25,68.0
70.5,65.0
214/3,63.0
87.5,56.0
265/3,58.0
89.25,60.0
90.0,63.0
271/3,65.0
90.75,63.0
93.25,61.0
281/3,63.0
94.0,61.0
95.25,60.0
96.5,55.0
97.0,56.0
292/3,56.0
115.25,63.0
116.75,60.0
120.75,60.0
365/3,63.0
122.5,65.0
123.25,58.0
141.0,58.0
142.0,60.0
428/3,61.0
433/3,68.0
146.75,68.0
147.5,67.0
445/3,63.0
149.25,65.0
150.0,63.0
451/3,61.0
150.75,60.0
168.25,63.0
506/3,65.0
169.0,65.0
171.5,65.0
172.0,70.0
518/3,68.0
173.0,67.0
174.0,68.0
523/3,65.0
175.25,63.0
574/3,56.0
192.25,58.0
193.0,60.0
193.75,63.0
194.25,65.0
584/3,63.0
197.0,61.0
197.5,63.0
197.75,61.0
199.0,60.0
200.25,55.0
602/3,56.0
201.0,56.0
215.25,56.0
647/3,68.0
216.5,65.0
217.0,63.0
652/3,65.0
653/3,63.0
219.0,63.0
658/3,61.0
219.75,60.0
220.25,63.0
220.5,65.0
222.25,68.0
223.0,63.0
670/3,65.0
676/3,65.0
225.75,63.0
226.25,61.0
725/3,68.0
242.5,63.0
242.75,65.0
244.0,63.0
244.75,61.0
737/3,63.0
248.0,63.0
248.5,65.0
249.0,61.0
748/3,63.0
250.25,61.0
250.5,61.0
251.25,61.0
252.25,58.0
252.5,60.0
760/3,58.0
253.75,56.0
267.5,68.0
268.0,68.0
805/3,65.0
268.75,63.0
269.25,65.0
809/3,63.0
270.0,63.0
270.75,63.0
271.25,61.0
815/3,63.0
272.0,65.0
274.0,68.0
274.75,63.0
275.25,65.0
832/3,68.0
278.0,61.0
293.5,68.0
883/3,63.0
294.75,65.0
296.0,63.0
296.75,61.0
297.5,61.0
298.0,63.0
300.0,63.0
901/3,65.0
300.75,61.0
301.25,63.0
905/3,61.0
302.0,61.0
303.25,58.0
304.0,58.0
304.5,60.0
305.25,58.0
917/3,56.0
968/3,63.0
323.5,65.0
973/3,66.0
325.25,65.0
326.0,66.0
327.5,67.0
985/3,68.0
329.25,70.0
330.0,69.0
330.75,70.0
1046/3,63.0
349.0,65.0
350.25,60.0
1063/3,60.0
355.25,63.0
356.0,65.0
1069/3,58.0
357.5,58.0
1124/3,58.0
1126/3,60.0
376.25,61.0
377.75,68.0
380.25,68.0
381.0,67.0
382.0,63.0
1148/3,65.0
383.5,63.0
384.0,61.0
1153/3,60.0
401.75,63.0
402.25,65.0
403.0,65.0
405.0,65.0
1216/3,70.0
406.25,68.0
1220/3,67.0
407.5,68.0
407.75,65.0
1226/3,63.0
424.75,56.0
1277/3,58.0
426.5,60.0
1282/3,63.0
1283/3,65.0
429.0,63.0
430.5,61.0
431.0,63.0
1294/3,61.0
432.5,60.0
433.75,55.0
434.25,56.0
1306/3,56.0
448.75,56.0
449.25,68.0
450.0,65.0
1351/3,65.0
451.25,63.0
1355/3,63.0
452.5,63.0
452.75,61.0
453.25,63.0
1361/3,65.0
1367/3,68.0
456.5,63.0
457.0,65.0
459.0,68.0
459.75,61.0
475.25,68.0
476.0,63.0
1429/3,65.0
477.5,63.0
1435/3,61.0
479.25,63.0
480.75,63.0
481.25,65.0
482.5,61.0
482.75,63.0
484.0,61.0
484.75,61.0
1457/3,58.0
486.0,60.0
487.0,58.0
1462/3,56.0
488.0,56.0
501.0,68.0
502.0,70.0
1507/3,73.0
1508/3,70.0
503.5,70.0
504.0,68.0
504.75,68.0
505.25,70.0
506.0,68.0
1519/3,63.0
506.75,65.0
507.5,68.0
1525/3,63.0
508.75,65.0
510.75,68.0
511.25,70.0
1535/3,65.0
512.0,63.0
512.5,61.0
527.0,68.0
527.75,63.0
528.25,65.0
529.5,63.0
530.25,61.0
531.0,61.0
531.5,63.0
533.5,63.0
534.0,65.0
1603/3,61.0
534.75,63.0
535.5,61.0
536.75,61.0
537.5,58.0
538.0,60.0
538.75,58.0
539.25,56.0
540.0,56.0
556.25,63.0
557.0,65.0
557.75,66.0
1676/3,65.0
559.5,66.0
561.0,67.0
562.0,68.0
1688/3,70.0
563.5,69.0
1693/3,70.0
582.25,63.0
582.5,65.0
583.75,68.0
584.25,63.0
1754/3,65.0
585.0,63.0
1756/3,60.0
587.75,60.0
1766/3,63.0
589.5,65.0
589.75,58.0
608.0,58.0
609.0,60.0
609.75,61.0
1834/3,68.0
613.75,68.0
1844/3,67.0
1846/3,63.0
616.25,65.0
617.0,63.0
617.75,63.0
618.25,61.0
1856/3,60.0
635.25,63.0
1907/3,65.0
636.5,65.0
638.5,65.0
639.0,70.0
639.75,68.0
640.25,67.0
641.0,68.0
1924/3,65.0
