beats,note_index
0.0,60.0
0.5,60.0
1.0,63.0
1.5,63.0
2.0,65.0
2.75,67.0
11/3,60.0
14/3,60.0
5.25,63.0
5.75,63.0
6.25,65.0
6.75,67.0
22/3,68.0
7.75,67.0
8.0,65.0
8.75,63.0
11.0,60.0
11.5,60.0
12.0,58.0
12.25,60.0
13.0,63.0
64/3,60.0
22.5,60.0
23.0,63.0
23.5,63.0
24.0,65.0
24.75,67.0
25.5,60.0
80/3,60.0
27.25,63.0
83/3,63.0
28.25,65.0
86/3,67.0
29.25,68.0
29.75,67.0
30.0,65.0
30.75,63.0
32.75,60.0
100/3,60.0
34.0,58.0
34.25,60.0
35.0,63.0
43.75,60.0
133/3,72.0
136/3,60.0
46.0,63.0
47.0,65.0
48.0,72.0
49.0,70.0
49.5,67.0
50.0,65.0
151/3,63.0
59.5,65.0
60.0,63.0
60.25,65.0
60.75,63.0
61.0,65.0
62.0,67.0
63.25,67.0
64.25,65.0
194/3,63.0
65.25,63.0
65.75,65.0
66.25,63.0
244/3,65.0
82.0,63.0
82.5,72.0
83.5,70.0
84.5,67.0
85.5,63.0
86.0,65.0
263/3,67.0
266/3,60.0
89.25,63.0
90.25,65.0
91.75,67.0
92.75,60.0
280/3,63.0
94.5,63.0
95.5,60.0
95.75,58.0
313/3,65.0
104.75,63.0
316/3,72.0
106.5,70.0
107.5,67.0
108.5,63.0
109.0,65.0
332/3,67.0
335/3,60.0
112.25,63.0
113.25,65.0
114.75,67.0
115.75,60.0
349/3,63.0
352/3,63.0
132.5,60.0
133.0,60.0
133.5,63.0
134.0,63.0
404/3,65.0
406/3,67.0
136.25,60.0
137.25,60.0
137.75,63.0
138.25,63.0
138.75,65.0
418/3,67.0
139.75,68.0
421/3,67.0
422/3,65.0
424/3,63.0
143.5,60.0
144.0,60.0
144.5,58.0
144.75,60.0
145.5,63.0
154.0,72.0
155.0,72.0
155.5,70.0
156.0,70.0
156.5,67.0
472/3,63.0
158.0,65.0
159.25,65.0
479/3,65.0
160.25,63.0
160.5,65.0
161.25,67.0
161.75,68.0
162.25,67.0
162.5,65.0
490/3,63.0
496/3,60.0
166.0,60.0
166.5,58.0
500/3,60.0
167.5,63.0
529/3,60.0
176.75,72.0
178.0,60.0
178.5,63.0
179.5,65.0
180.5,72.0
181.5,70.0
182.0,67.0
548/3,65.0
182.75,63.0
192.0,65.0
192.5,63.0
192.75,65.0
580/3,63.0
193.5,65.0
584/3,67.0
587/3,67.0
590/3,65.0
197.25,63.0
197.75,63.0
198.25,65.0
198.75,63.0
214.0,65.0
214.5,63.0
215.0,72.0
216.0,70.0
217.0,67.0
218.0,63.0
656/3,65.0
220.25,67.0
221.25,60.0
221.75,63.0
222.75,65.0
673/3,67.0
676/3,60.0
226.0,63.0
227.0,63.0
228.0,60.0
228.25,58.0
236.75,65.0
712/3,63.0
238.0,72.0
239.0,70.0
240.0,67.0
241.0,63.0
241.5,65.0
243.25,67.0
244.25,60.0
734/3,63.0
245.75,65.0
742/3,67.0
745/3,60.0
248.75,63.0
250.0,63.0
252.0,62.0
254.0,63.0
263.0,70.0
264.5,67.0
265.0,67.0
266.0,63.0
274.5,60.0
275.25,63.0
276.0,63.0
284.75,70.0
286.0,67.0
286.5,67.0
287.5,63.0
889/3,65.0
296.75,63.0
297.25,67.0
298.0,67.0
299.0,63.0
306.75,65.0
307.75,63.0
308.75,65.0
310.0,67.0
