beats,note_index
0.0,67.0
2/3,64.0
1.25,67.0
1.75,64.0
7/3,62.0
8/3,62.0
3.0,62.0
10/3,62.0
11/3,64.0
10.75,67.0
34/3,64.0
12.0,67.0
38/3,64.0
13.25,62.0
13.5,62.0
13.75,62.0
14.0,62.0
43/3,64.0
65/3,67.0
22.25,64.0
22.75,67.0
70/3,64.0
24.0,62.0
73/3,62.0
74/3,62.0
25.0,62.0
25.25,64.0
97/3,62.0
98/3,62.0
33.0,64.0
34.0,59.0
34.25,62.0
34.5,62.0
34.75,62.0
35.0,62.0
106/3,64.0
43.25,67.0
43.5,64.0
43.75,67.0
44.0,64.0
133/3,67.0
45.0,62.0
137/3,64.0
46.25,67.0
54.0,62.0
163/3,62.0
164/3,64.0
55.0,62.0
55.25,64.0
55.5,62.0
55.75,64.0
169/3,69.0
57.0,64.0
64.75,71.0
65.0,69.0
66.0,67.0
67.25,71.0
67.5,69.0
205/3,67.0
69.0,64.0
209/3,69.0
214/3,67.0
215/3,69.0
72.0,71.0
217/3,69.0
73.25,71.0
263/3,62.0
88.0,62.0
88.25,62.0
88.5,62.0
88.75,67.0
268/3,67.0
90.0,62.0
271/3,62.0
272/3,62.0
91.0,62.0
91.25,67.0
91.75,67.0
277/3,62.0
278/3,62.0
93.0,62.0
280/3,62.0
281/3,67.0
94.25,67.0
94.75,71.0
286/3,71.0
96.0,67.0
103.25,62.0
103.5,62.0
103.75,62.0
104.0,62.0
313/3,67.0
105.0,67.0
317/3,62.0
106.0,62.0
106.25,62.0
106.5,62.0
106.75,67.0
322/3,67.0
108.0,62.0
325/3,62.0
326/3,62.0
109.0,62.0
109.25,67.0
109.75,67.0
331/3,71.0
111.0,71.0
335/3,67.0
118.75,71.0
119.0,71.0
358/3,71.0
359/3,71.0
120.0,71.0
362/3,72.0
121.0,74.0
121.5,67.0
121.75,67.0
367/3,67.0
389/3,71.0
130.0,71.0
130.25,71.0
130.5,71.0
130.75,71.0
394/3,72.0
395/3,74.0
397/3,67.0
398/3,67.0
133.25,67.0
421/3,62.0
422/3,62.0
141.0,62.0
424/3,62.0
425/3,67.0
142.25,67.0
142.75,62.0
143.0,62.0
430/3,62.0
431/3,62.0
144.0,67.0
434/3,67.0
145.25,62.0
145.5,62.0
145.75,62.0
146.0,62.0
439/3,67.0
147.0,67.0
443/3,71.0
148.25,71.0
148.75,67.0
448/3,71.0
150.0,67.0
493/3,71.0
165.0,67.0
497/3,67.0
166.75,71.0
502/3,67.0
168.0,67.0
169.25,72.0
169.75,72.0
511/3,72.0
171.0,72.0
515/3,71.0
172.25,67.0
172.75,67.0
181.25,71.0
181.75,67.0
547/3,67.0
551/3,71.0
184.25,67.0
184.75,67.0
186.0,72.0
560/3,72.0
187.25,72.0
187.75,74.0
565/3,71.0
189.0,67.0
569/3,67.0
198.0,62.0
596/3,67.0
199.25,62.0
199.75,67.0
601/3,71.0
201.0,67.0
605/3,71.0
208.75,62.0
628/3,67.0
210.0,62.0
632/3,67.0
211.25,71.0
211.75,67.0
637/3,71.0
213.0,67.0
