beats,note_index
38.0,65.0
38.75,66.0
39.75,68.0
41.25,68.0
41.75,70.0
42.75,68.0
43.75,65.0
46.75,63.0
47.75,61.0
49.25,65.0
49.75,63.0
50.75,61.0
51.75,58.0
54.75,58.0
55.75,56.0
173/3,61.0
58.75,63.0
59.75,65.0
60.75,68.0
61.75,70.0
62.75,65.0
63.75,63.0
209/3,65.0
70.5,66.0
71.5,68.0
73.0,68.0
221/3,70.0
74.5,68.0
75.5,65.0
78.5,63.0
239/3,61.0
81.0,65.0
81.5,63.0
82.5,61.0
83.5,58.0
259/3,58.0
87.5,56.0
268/3,61.0
271/3,65.0
274/3,63.0
93.0,61.0
280/3,58.0
94.25,61.0
95.25,61.0
101.0,65.0
102.0,68.0
103.25,70.0
106.0,73.0
107.0,70.0
108.0,65.0
109.0,68.0
110.0,70.0
111.0,68.0
114.0,65.0
115.0,68.0
117.0,65.0
118.0,68.0
119.0,70.0
122.0,73.0
123.0,73.0
124.0,70.0
125.0,68.0
126.0,65.0
127.0,63.0
132.75,65.0
134.0,66.0
135.0,68.0
136.5,68.0
137.0,70.0
138.0,68.0
139.0,65.0
142.0,63.0
143.0,61.0
434/3,65.0
145.0,63.0
146.0,61.0
147.0,58.0
150.0,58.0
151.0,56.0
153.0,61.0
154.0,65.0
155.0,63.0
470/3,61.0
157.0,58.0
158.0,61.0
159.0,61.0
162.25,58.0
490/3,56.0
496/3,61.0
499/3,65.0
502/3,63.0
169.0,61.0
508/3,58.0
511/3,61.0
171.5,61.0
