beats,note_index
0.0,56.0
1/3,58.0
1.0,56.0
1.5,58.0
2.25,61.0
10/3,61.0
4.0,58.0
5.0,56.0
6.0,54.0
19/3,54.0
15.0,61.0
46/3,63.0
16.0,61.0
16.5,63.0
17.25,66.0
55/3,66.0
19.0,61.0
19.5,61.0
62/3,58.0
64/3,56.0
30.0,56.0
91/3,58.0
31.0,56.0
31.5,58.0
32.25,61.0
100/3,62.0
34.0,58.0
35.0,56.0
36.0,54.0
109/3,54.0
45.0,61.0
136/3,63.0
46.0,61.0
46.5,63.0
143/3,58.0
145/3,56.0
49.0,58.0
50.0,56.0
51.0,54.0
154/3,54.0
60.0,56.0
181/3,58.0
61.0,56.0
61.5,58.0
62.25,61.0
190/3,61.0
64.0,58.0
65.0,56.0
66.0,54.0
199/3,54.0
78.0,61.0
235/3,63.0
79.0,61.0
79.5,63.0
80.25,66.0
244/3,66.0
82.0,61.0
82.5,61.0
251/3,58.0
253/3,56.0
93.0,56.0
280/3,58.0
94.0,56.0
94.5,58.0
95.25,61.0
289/3,62.0
97.0,62.0
97.5,63.0
98.25,65.0
99.0,66.0
108.0,61.0
325/3,63.0
109.0,61.0
109.5,63.0
111.0,61.0
334/3,63.0
112.0,61.0
112.5,63.0
113.25,66.0
114.0,66.0
123.0,63.0
370/3,65.0
123.75,66.0
124.5,65.0
125.0,66.0
377/3,68.0
126.75,65.0
127.5,63.0
128.0,65.0
386/3,66.0
129.75,63.0
130.5,61.0
131.0,61.0
395/3,59.0
397/3,61.0
141.0,63.0
424/3,65.0
141.75,66.0
142.5,65.0
143.0,66.0
431/3,68.0
144.75,65.0
145.5,63.0
146.0,65.0
440/3,66.0
442/3,63.0
150.0,61.0
159.0,63.0
478/3,65.0
159.75,66.0
160.5,65.0
161.0,66.0
485/3,68.0
162.75,65.0
163.5,63.0
164.0,65.0
494/3,66.0
165.75,63.0
166.5,61.0
167.0,61.0
503/3,59.0
505/3,61.0
176.25,63.0
530/3,65.0
177.0,66.0
177.75,65.0
178.0,66.0
179.0,68.0
180.0,70.0
180.75,68.0
181.0,68.0
182.0,66.0
548/3,68.0
197.25,63.0
198.0,73.0
198.75,70.0
199.5,66.0
200.0,68.0
209.25,61.0
210.0,73.0
210.75,70.0
211.5,61.0
212.0,66.0
221.25,63.0
222.0,73.0
222.75,70.0
223.5,66.0
224.25,65.0
226.5,66.0
227.0,68.0
227.25,71.0
230.0,70.0
230.25,70.0
239.25,63.0
240.0,73.0
240.75,70.0
241.5,66.0
242.0,68.0
251.25,61.0
252.0,73.0
252.75,70.0
253.5,61.0
254.0,66.0
263.25,63.0
264.0,73.0
264.75,70.0
265.5,66.0
266.25,65.0
269.0,66.0
269.25,66.0
