beats,note_index
0.0,55.0
2/3,63.0
1.25,63.0
1.75,62.0
7/3,60.0
11/3,55.0
4.25,55.0
4.75,55.0
16/3,62.0
6.0,62.0
20/3,60.0
7.25,58.0
16.75,60.0
52/3,58.0
18.0,58.0
56/3,56.0
19.0,58.0
19.25,58.0
61/3,51.0
21.0,51.0
65/3,55.0
22.25,56.0
22.75,55.0
70/3,51.0
24.0,53.0
74/3,55.0
25.25,53.0
34.75,55.0
106/3,63.0
36.0,63.0
110/3,62.0
37.25,60.0
115/3,55.0
39.0,55.0
119/3,55.0
40.25,62.0
40.75,62.0
124/3,60.0
42.0,58.0
155/3,60.0
52.25,58.0
52.75,58.0
160/3,56.0
161/3,58.0
54.0,58.0
55.25,51.0
55.75,51.0
169/3,56.0
58.75,55.0
60.0,48.0
182/3,50.0
61.25,50.0
67.25,60.0
67.75,67.0
205/3,67.0
69.0,65.0
209/3,67.0
70.75,67.0
72.0,60.0
218/3,65.0
73.25,65.0
73.75,63.0
223/3,65.0
84.0,60.0
254/3,65.0
85.25,65.0
85.75,63.0
259/3,65.0
263/3,65.0
88.75,65.0
268/3,65.0
90.0,65.0
272/3,65.0
91.0,67.0
91.25,63.0
91.75,60.0
102.0,60.0
308/3,67.0
103.25,67.0
103.75,65.0
313/3,67.0
317/3,67.0
106.75,60.0
322/3,65.0
108.0,65.0
326/3,63.0
109.25,65.0
118.75,60.0
358/3,65.0
120.0,65.0
362/3,63.0
121.25,65.0
367/3,65.0
371/3,65.0
124.25,65.0
124.75,65.0
376/3,65.0
126.0,65.0
380/3,67.0
127.25,68.0
385/3,67.0
129.0,65.0
403/3,63.0
135.0,63.0
406/3,65.0
407/3,63.0
136.25,60.0
142.75,55.0
430/3,63.0
144.0,63.0
434/3,62.0
145.25,60.0
439/3,55.0
147.0,55.0
443/3,55.0
148.25,62.0
148.75,62.0
448/3,60.0
150.0,58.0
479/3,60.0
160.25,58.0
160.75,58.0
484/3,56.0
485/3,58.0
162.0,58.0
163.25,51.0
163.75,51.0
493/3,56.0
165.0,56.0
497/3,55.0
166.25,51.0
166.75,53.0
502/3,55.0
168.0,53.0
533/3,55.0
178.25,63.0
178.75,63.0
538/3,62.0
180.0,60.0
181.25,55.0
181.75,55.0
547/3,55.0
183.0,62.0
551/3,62.0
184.25,60.0
184.75,58.0
583/3,60.0
195.0,58.0
587/3,58.0
196.25,56.0
196.5,58.0
196.75,58.0
198.0,51.0
596/3,51.0
199.25,56.0
605/3,55.0
202.75,48.0
610/3,50.0
204.0,50.0
220.75,60.0
664/3,67.0
222.0,67.0
668/3,65.0
223.25,67.0
673/3,67.0
677/3,60.0
226.25,65.0
226.75,65.0
682/3,63.0
228.0,65.0
713/3,60.0
238.25,65.0
238.75,65.0
718/3,63.0
240.0,65.0
241.25,65.0
727/3,65.0
243.0,65.0
731/3,65.0
244.25,65.0
244.5,67.0
244.75,63.0
736/3,60.0
767/3,60.0
256.25,67.0
256.75,67.0
772/3,65.0
258.0,67.0
259.25,67.0
781/3,60.0
261.0,65.0
785/3,65.0
262.25,63.0
262.75,65.0
817/3,60.0
273.0,65.0
821/3,65.0
274.25,63.0
274.75,65.0
276.0,65.0
277.25,65.0
277.75,65.0
835/3,65.0
279.0,65.0
839/3,65.0
280.25,67.0
280.75,68.0
282.0,67.0
848/3,65.0
288.0,63.0
866/3,63.0
289.0,65.0
289.25,63.0
289.75,60.0
889/3,63.0
297.0,65.0
893/3,67.0
298.25,65.0
301.25,63.0
301.75,63.0
302.0,65.0
907/3,63.0
303.0,60.0
313.25,63.0
313.75,65.0
943/3,67.0
315.0,65.0
952/3,63.0
318.0,65.0
956/3,63.0
319.25,65.0
961/3,63.0
965/3,67.0
330.0,60.0
992/3,67.0
331.25,67.0
331.75,65.0
997/3,67.0
1001/3,67.0
334.75,60.0
1006/3,65.0
336.0,65.0
1010/3,63.0
337.25,65.0
346.75,60.0
1042/3,65.0
348.0,65.0
1046/3,63.0
349.25,65.0
1051/3,65.0
1055/3,65.0
352.25,65.0
352.75,65.0
1060/3,65.0
1061/3,67.0
354.0,63.0
1064/3,60.0
358.75,60.0
1078/3,67.0
360.0,67.0
1082/3,65.0
361.25,67.0
1087/3,67.0
1091/3,60.0
364.25,65.0
364.75,65.0
1096/3,63.0
366.0,65.0
1127/3,60.0
376.25,65.0
376.75,65.0
1132/3,63.0
378.0,65.0
379.25,65.0
1141/3,65.0
381.0,65.0
1145/3,65.0
382.25,65.0
382.5,67.0
382.75,63.0
1150/3,60.0
1163/3,60.0
388.25,67.0
388.75,67.0
1168/3,65.0
390.0,67.0
391.25,67.0
1177/3,60.0
393.0,65.0
1181/3,65.0
394.25,63.0
394.75,65.0
1213/3,60.0
405.0,65.0
1217/3,65.0
406.25,63.0
406.75,65.0
408.0,65.0
409.25,65.0
409.75,65.0
1231/3,65.0
411.0,65.0
1234/3,67.0
1235/3,63.0
412.25,60.0
1249/3,60.0
417.0,67.0
1253/3,67.0
418.25,65.0
418.75,67.0
420.0,67.0
421.25,60.0
421.75,65.0
1267/3,65.0
423.0,63.0
1271/3,65.0
433.25,60.0
433.75,65.0
1303/3,65.0
435.0,63.0
1307/3,65.0
436.75,65.0
438.0,65.0
1316/3,65.0
439.25,65.0
439.75,65.0
1321/3,65.0
441.0,67.0
1325/3,68.0
442.75,67.0
1330/3,65.0
450.0,63.0
451.25,63.0
451.75,65.0
1357/3,63.0
453.0,60.0
