beats,note_index
1.75,60.0
2.0,62.0
2.5,63.0
3.0,62.0
11/3,60.0
4.25,58.0
4.75,53.0
20/3,58.0
7.0,53.0
7.25,53.0
49/3,60.0
50/3,62.0
17.0,63.0
17.5,62.0
18.25,60.0
18.75,58.0
58/3,58.0
26.0,60.0
79/3,62.0
80/3,63.0
27.25,62.0
28.0,60.0
28.5,58.0
29.0,53.0
31.0,58.0
31.25,53.0
31.5,53.0
122/3,60.0
41.0,62.0
41.25,63.0
41.75,62.0
42.5,60.0
43.0,58.0
131/3,58.0
149/3,67.0
151/3,67.0
152/3,67.0
51.25,67.0
51.75,67.0
52.5,68.0
160/3,65.0
55.5,53.0
55.75,65.0
169/3,65.0
170/3,65.0
57.25,67.0
58.25,65.0
58.5,63.0
200/3,60.0
67.25,63.0
68.0,62.0
69.0,62.0
211/3,63.0
71.0,65.0
71.5,63.0
72.0,63.0
78.75,67.0
238/3,67.0
80.0,67.0
242/3,67.0
81.0,67.0
81.75,72.0
82.5,65.0
84.5,58.0
84.75,65.0
85.5,65.0
86.0,65.0
259/3,70.0
87.25,63.0
95.75,60.0
289/3,63.0
97.0,62.0
97.5,62.0
98.25,62.0
98.75,62.0
298/3,63.0
100.0,65.0
302/3,63.0
101.25,63.0
108.0,67.0
108.5,67.0
109.0,67.0
329/3,65.0
331/3,65.0
111.0,63.0
111.5,67.0
112.0,65.0
112.75,65.0
340/3,63.0
341/3,65.0
114.5,67.0
122.5,58.0
123.0,58.0
371/3,58.0
124.25,58.0
124.75,58.0
125.5,55.0
126.0,65.0
380/3,63.0
127.25,63.0
128.0,63.0
128.5,62.0
129.0,63.0
389/3,62.0
391/3,60.0
137.0,67.0
137.5,67.0
138.25,67.0
138.75,65.0
418/3,65.0
140.0,63.0
422/3,67.0
141.25,65.0
141.75,65.0
142.5,63.0
142.75,65.0
431/3,67.0
151.5,67.0
152.0,67.0
152.75,70.0
460/3,68.0
154.0,67.0
154.5,68.0
155.25,67.0
155.75,68.0
469/3,67.0
157.0,68.0
157.5,67.0
491/3,58.0
164.25,61.0
164.75,63.0
165.5,63.0
166.0,63.0
500/3,66.0
167.25,66.0
168.5,63.0
169.0,65.0
509/3,66.0
511/3,66.0
512/3,66.0
171.25,70.0
172.0,70.0
178.25,68.0
178.75,66.0
538/3,68.0
180.0,68.0
542/3,68.0
181.25,66.0
181.75,65.0
182.5,63.0
183.0,61.0
551/3,65.0
184.25,65.0
184.75,65.0
185.5,65.0
185.75,66.0
560/3,63.0
192.75,58.0
580/3,61.0
194.0,63.0
194.5,63.0
195.25,63.0
195.5,66.0
589/3,66.0
197.5,63.0
198.25,65.0
198.75,66.0
598/3,66.0
599/3,66.0
601/3,70.0
201.25,70.0
207.25,68.0
208.0,66.0
208.5,68.0
209.0,68.0
629/3,68.0
631/3,66.0
211.0,65.0
211.5,63.0
212.0,61.0
212.75,65.0
640/3,65.0
214.0,65.0
214.5,65.0
214.75,66.0
215.5,63.0
215.75,63.0
224.25,67.0
224.75,67.0
225.5,67.0
226.0,67.0
679/3,67.0
227.0,68.0
228.0,65.0
230.0,53.0
691/3,65.0
231.0,65.0
231.25,65.0
231.75,67.0
232.5,65.0
232.75,65.0
233.0,63.0
241.25,60.0
241.75,63.0
242.5,62.0
731/3,62.0
244.75,63.0
245.5,65.0
246.0,63.0
740/3,63.0
760/3,67.0
254.0,67.0
254.5,67.0
255.25,67.0
255.5,67.0
256.0,72.0
257.0,65.0
258.75,65.0
778/3,65.0
260.0,65.0
782/3,65.0
261.0,70.0
261.75,63.0
811/3,60.0
271.0,63.0
271.5,62.0
272.0,62.0
272.75,62.0
820/3,62.0
274.0,63.0
274.5,65.0
275.25,63.0
275.75,63.0
282.5,67.0
283.0,67.0
851/3,67.0
284.25,65.0
284.75,65.0
285.5,63.0
286.0,67.0
860/3,65.0
287.25,65.0
288.0,63.0
288.25,65.0
289.0,67.0
297.0,58.0
297.5,58.0
298.25,58.0
298.75,58.0
898/3,58.0
300.0,55.0
902/3,65.0
301.25,63.0
301.75,63.0
302.5,62.0
303.0,62.0
911/3,63.0
304.25,62.0
304.75,60.0
311.5,67.0
312.0,67.0
312.75,67.0
940/3,65.0
314.0,65.0
314.5,63.0
315.25,67.0
315.75,65.0
949/3,65.0
317.0,63.0
317.25,65.0
318.25,67.0
326.0,67.0
980/3,67.0
327.25,70.0
328.0,68.0
328.5,67.0
329.0,68.0
989/3,67.0
991/3,68.0
331.0,67.0
331.5,68.0
332.0,67.0
338.25,58.0
338.75,61.0
1018/3,63.0
340.0,63.0
1022/3,63.0
341.25,66.0
341.75,66.0
343.0,63.0
1031/3,65.0
344.25,66.0
344.75,66.0
345.25,66.0
345.75,70.0
1040/3,70.0
352.75,68.0
1060/3,66.0
354.0,68.0
354.5,68.0
355.25,68.0
355.75,66.0
1069/3,65.0
357.0,63.0
357.5,61.0
358.25,65.0
358.75,65.0
1078/3,65.0
360.0,65.0
1081/3,66.0
361.25,63.0
367.25,58.0
368.0,61.0
368.5,63.0
369.0,63.0
1109/3,63.0
370.0,66.0
371.0,66.0
372.0,63.0
372.75,65.0
1120/3,66.0
374.0,66.0
374.25,66.0
374.75,73.0
375.5,70.0
375.75,70.0
381.75,68.0
382.5,66.0
383.0,68.0
1151/3,68.0
384.25,68.0
384.75,66.0
385.5,65.0
386.0,63.0
1160/3,61.0
387.25,65.0
388.0,65.0
388.5,65.0
389.0,65.0
1168/3,66.0
390.0,63.0
1171/3,63.0
1189/3,58.0
397.0,61.0
397.5,63.0
398.25,63.0
398.75,63.0
1198/3,66.0
400.0,66.0
401.25,63.0
401.75,65.0
402.5,66.0
403.0,66.0
1210/3,66.0
404.0,70.0
404.75,70.0
411.0,68.0
411.5,66.0
412.0,68.0
412.75,68.0
1240/3,68.0
414.0,66.0
414.5,65.0
415.25,63.0
415.75,61.0
1249/3,65.0
417.0,65.0
417.5,65.0
418.25,65.0
418.5,66.0
1258/3,63.0
425.5,58.0
426.0,61.0
1280/3,63.0
427.25,63.0
428.0,63.0
428.25,66.0
429.0,66.0
1291/3,63.0
431.0,65.0
431.5,66.0
432.0,66.0
432.5,66.0
433.0,70.0
434.0,70.0
440.0,68.0
1322/3,66.0
441.25,68.0
441.75,68.0
442.5,68.0
443.0,66.0
1331/3,65.0
444.25,63.0
444.75,61.0
445.5,65.0
446.0,65.0
1340/3,65.0
447.25,65.0
447.5,66.0
448.25,63.0
448.5,63.0
454.5,58.0
455.25,61.0
455.75,63.0
1369/3,63.0
457.0,63.0
457.25,66.0
458.25,66.0
1378/3,63.0
460.0,65.0
1382/3,66.0
461.25,66.0
461.5,66.0
462.0,70.0
463.0,70.0
469.0,68.0
1409/3,66.0
1411/3,68.0
471.0,68.0
471.5,68.0
472.0,66.0
472.75,65.0
1420/3,63.0
474.0,61.0
474.5,65.0
475.25,65.0
475.75,65.0
1429/3,65.0
1430/3,66.0
477.5,63.0
1451/3,58.0
484.25,61.0
484.75,63.0
485.5,63.0
486.0,63.0
1459/3,66.0
487.25,66.0
488.5,63.0
489.0,65.0
1469/3,66.0
1471/3,66.0
1472/3,66.0
491.25,73.0
491.75,70.0
492.0,70.0
498.25,68.0
498.75,66.0
1498/3,68.0
500.0,68.0
1502/3,68.0
