beats,note_index
67.0,73.0
206/3,70.0
69.25,73.0
211/3,73.0
71.0,75.0
71.5,78.0
72.75,78.0
73.25,75.0
74.0,73.0
76.0,73.0
76.75,78.0
78.0,75.0
78.5,73.0
238/3,73.0
239/3,70.0
80.25,68.0
80.75,70.0
244/3,68.0
82.0,73.0
82.5,70.0
83.0,68.0
256/3,73.0
86.5,73.0
87.0,70.0
87.75,73.0
89.0,73.0
268/3,70.0
90.0,70.0
91.0,70.0
91.75,68.0
92.25,66.0
284/3,68.0
95.25,68.0
95.75,68.0
289/3,70.0
97.0,73.0
98.0,73.0
296/3,70.0
99.25,68.0
99.75,66.0
301/3,63.0
101.0,66.0
101.5,61.0
104.0,73.0
105.0,73.0
317/3,70.0
106.0,73.0
107.25,73.0
108.0,75.0
108.5,78.0
329/3,78.0
110.25,75.0
110.75,73.0
113.0,73.0
341/3,78.0
114.75,75.0
346/3,73.0
116.5,70.0
117.0,68.0
117.75,70.0
118.25,68.0
119.0,73.0
358/3,70.0
120.0,68.0
122.25,73.0
124.0,70.0
374/3,73.0
125.75,73.0
379/3,70.0
127.0,70.0
128.0,70.0
386/3,68.0
129.25,66.0
131.5,68.0
132.0,68.0
132.75,68.0
133.25,70.0
134.0,73.0
135.0,73.0
407/3,70.0
136.0,68.0
136.75,66.0
137.25,63.0
138.0,66.0
138.5,61.0
140.75,78.0
142.0,78.0
142.5,75.0
143.0,78.0
144.25,78.0
144.75,75.0
436/3,73.0
146.5,75.0
147.0,73.0
147.75,73.0
150.0,73.0
452/3,78.0
151.75,75.0
152.25,73.0
153.0,73.0
153.5,70.0
154.0,68.0
464/3,70.0
155.25,68.0
155.75,73.0
469/3,70.0
157.0,68.0
159.25,73.0
481/3,73.0
161.0,70.0
161.5,73.0
162.75,73.0
164.0,70.0
165.0,70.0
497/3,68.0
166.0,66.0
168.0,63.0
168.5,68.0
169.0,68.0
509/3,68.0
170.25,70.0
170.75,68.0
514/3,66.0
172.0,63.0
172.5,66.0
173.0,66.0
644/3,73.0
649/3,70.0
217.0,73.0
218.0,73.0
656/3,75.0
219.25,78.0
661/3,78.0
221.0,75.0
221.5,73.0
224.0,73.0
673/3,73.0
677/3,75.0
226.0,73.0
227.25,70.0
228.0,68.0
228.5,70.0
229.0,68.0
689/3,73.0
230.25,70.0
230.75,68.0
233.0,70.0
234.25,70.0
234.75,68.0
706/3,73.0
236.5,73.0
237.0,70.0
237.75,70.0
239.0,70.0
718/3,68.0
240.0,66.0
722/3,63.0
242.25,68.0
243.0,68.0
243.5,68.0
244.0,70.0
734/3,73.0
245.75,73.0
739/3,70.0
247.0,68.0
247.5,66.0
248.0,63.0
746/3,66.0
249.25,61.0
251.5,78.0
252.75,78.0
253.25,75.0
254.0,78.0
255.0,78.0
767/3,75.0
256.0,73.0
257.25,75.0
258.0,73.0
258.5,73.0
260.75,73.0
784/3,78.0
262.5,75.0
263.0,80.0
264.25,78.0
264.75,75.0
796/3,73.0
266.0,75.0
266.5,73.0
267.0,70.0
267.75,68.0
270.0,66.0
271.0,66.0
271.75,63.0
272.25,66.0
273.5,66.0
274.0,63.0
824/3,66.0
275.75,66.0
829/3,68.0
277.0,73.0
836/3,70.0
279.25,68.0
279.75,68.0
841/3,68.0
281.0,66.0
281.5,68.0
282.75,75.0
283.25,73.0
853/3,73.0
332.25,73.0
333.5,73.0
334.0,70.0
1004/3,73.0
335.75,73.0
1009/3,75.0
337.0,78.0
338.0,78.0
1016/3,75.0
339.25,73.0
341.5,73.0
342.0,78.0
343.25,75.0
344.0,73.0
345.0,70.0
1037/3,68.0
346.0,70.0
346.75,68.0
347.25,73.0
348.0,70.0
348.5,68.0
350.75,73.0
352.5,70.0
353.0,73.0
354.25,73.0
354.75,70.0
1066/3,70.0
356.5,70.0
357.0,68.0
357.75,66.0
360.0,68.0
1082/3,68.0
361.0,68.0
361.75,70.0
362.25,73.0
363.5,73.0
364.0,70.0
1094/3,68.0
365.25,66.0
365.75,63.0
1099/3,66.0
367.0,61.0
369.25,78.0
1111/3,78.0
371.0,75.0
371.5,78.0
372.75,78.0
373.25,75.0
374.0,73.0
375.0,75.0
1127/3,73.0
376.0,73.0
378.5,73.0
379.0,78.0
380.25,75.0
380.75,73.0
1144/3,73.0
382.0,70.0
382.5,68.0
383.0,70.0
1151/3,68.0
384.25,73.0
384.75,70.0
1156/3,68.0
387.75,73.0
389.0,73.0
1168/3,70.0
390.0,73.0
391.0,73.0
391.75,73.0
392.25,70.0
393.5,70.0
394.0,68.0
1184/3,66.0
1189/3,63.0
397.0,68.0
397.5,68.0
398.0,68.0
1196/3,70.0
399.25,68.0
399.75,66.0
1201/3,63.0
401.0,66.0
401.5,66.0
403.25,63.0
404.0,68.0
1213/3,68.0
405.0,68.0
1217/3,70.0
406.0,68.0
406.75,66.0
407.25,63.0
408.0,66.0
408.5,66.0
