beats,note_index
0.0,65.0
2/3,57.0
2.0,65.0
8/3,64.0
10/3,55.0
14/3,64.0
16/3,62.0
16.0,65.0
50/3,57.0
18.0,65.0
56/3,64.0
58/3,55.0
62/3,64.0
64/3,62.0
22.0,64.0
67/3,65.0
32.0,65.0
34.0,69.0
104/3,67.0
106/3,64.0
107/3,60.0
112/3,62.0
118/3,65.0
40.0,64.0
122/3,60.0
41.0,57.0
148/3,60.0
149/3,62.0
154/3,64.0
52.0,62.0
157/3,64.0
160/3,65.0
161/3,62.0
188/3,65.0
190/3,57.0
194/3,65.0
196/3,64.0
66.0,55.0
202/3,64.0
68.0,62.0
236/3,65.0
238/3,57.0
242/3,65.0
244/3,64.0
82.0,55.0
250/3,64.0
84.0,62.0
254/3,64.0
85.0,65.0
284/3,65.0
290/3,69.0
292/3,67.0
98.0,64.0
295/3,60.0
100.0,62.0
102.0,65.0
308/3,64.0
310/3,60.0
311/3,57.0
112.0,60.0
337/3,62.0
114.0,64.0
344/3,62.0
115.0,67.0
116.0,64.0
349/3,62.0
376/3,55.0
126.0,62.0
379/3,62.0
382/3,62.0
128.0,64.0
386/3,62.0
392/3,57.0
394/3,62.0
395/3,62.0
398/3,65.0
400/3,64.0
134.0,62.0
428/3,62.0
430/3,64.0
144.0,65.0
434/3,64.0
436/3,62.0
146.0,58.0
440/3,57.0
472/3,55.0
158.0,62.0
475/3,62.0
478/3,62.0
160.0,64.0
482/3,62.0
488/3,57.0
490/3,62.0
491/3,62.0
494/3,65.0
496/3,64.0
166.0,62.0
524/3,65.0
526/3,65.0
176.0,65.0
530/3,62.0
532/3,65.0
178.0,69.0
536/3,69.0
196.0,57.0
592/3,62.0
596/3,65.0
200.0,64.0
202.0,62.0
608/3,62.0
640/3,64.0
644/3,65.0
216.0,67.0
652/3,58.0
658/3,60.0
220.0,57.0
692/3,57.0
232.0,62.0
700/3,65.0
704/3,64.0
710/3,62.0
712/3,62.0
238.0,65.0
716/3,67.0
718/3,62.0
734/3,64.0
245.0,62.0
736/3,64.0
737/3,62.0
246.0,64.0
256.0,57.0
772/3,62.0
776/3,65.0
260.0,64.0
262.0,62.0
788/3,62.0
820/3,64.0
824/3,65.0
276.0,67.0
832/3,70.0
838/3,69.0
280.0,69.0
841/3,67.0
842/3,65.0
292.0,57.0
880/3,62.0
884/3,65.0
296.0,64.0
298.0,62.0
896/3,62.0
898/3,65.0
300.0,67.0
902/3,62.0
306.0,69.0
919/3,67.0
920/3,69.0
307.0,67.0
922/3,69.0
