beats,note_index
54.0,69.0
55.0,73.0
55.25,76.0
55.75,76.0
56.0,73.0
170/3,76.0
61.0,73.0
61.25,76.0
61.75,78.0
62.0,73.0
63.0,71.0
190/3,73.0
64.0,73.0
64.75,74.0
65.0,73.0
67.75,66.0
68.0,64.0
206/3,66.0
69.0,69.0
70.0,69.0
71.0,66.0
73.0,64.0
73.75,73.0
74.0,71.0
224/3,71.0
75.0,69.0
226/3,71.0
244/3,69.0
82.25,73.0
82.75,76.0
83.0,76.0
251/3,73.0
84.0,76.0
88.25,73.0
88.75,76.0
89.0,78.0
269/3,73.0
271/3,71.0
91.0,73.0
91.25,73.0
92.0,74.0
278/3,73.0
95.0,64.0
287/3,64.0
96.0,73.0
289/3,71.0
97.0,71.0
97.25,69.0
97.75,71.0
98.0,66.0
100.25,64.0
101.0,71.0
102.0,71.0
307/3,73.0
103.0,71.0
103.25,69.0
109.0,69.0
109.75,73.0
110.0,76.0
334/3,76.0
112.25,73.0
112.75,76.0
115.75,73.0
116.0,76.0
350/3,78.0
117.0,73.0
118.0,73.0
119.0,71.0
359/3,73.0
368/3,66.0
123.0,64.0
370/3,66.0
124.0,69.0
124.75,69.0
125.0,66.0
127.75,66.0
128.0,69.0
386/3,73.0
129.0,71.0
130.0,69.0
130.25,71.0
137.0,73.0
138.0,76.0
139.0,76.0
139.75,73.0
140.0,76.0
431/3,76.0
144.0,78.0
145.0,73.0
145.25,73.0
145.75,73.0
146.25,73.0
440/3,71.0
147.5,69.0
150.0,64.0
451/3,64.0
151.0,66.0
454/3,69.0
458/3,69.0
460/3,66.0
154.0,64.0
154.25,71.0
155.25,71.0
467/3,71.0
157.0,71.0
472/3,73.0
158.0,71.0
476/3,69.0
159.0,69.0
514/3,83.0
172.25,83.0
172.75,85.0
173.0,83.0
174.0,81.0
523/3,76.0
177.0,73.0
532/3,73.0
178.0,73.0
178.25,73.0
179.0,76.0
185.0,83.0
186.0,83.0
559/3,85.0
187.0,83.0
187.75,81.0
188.0,76.0
190.75,73.0
191.0,73.0
575/3,71.0
192.0,73.0
577/3,71.0
198.0,69.0
595/3,71.0
199.0,73.0
199.75,76.0
602/3,76.0
604/3,73.0
202.0,76.0
204.0,81.0
205.0,81.0
205.75,78.0
620/3,76.0
207.0,78.0
211.75,78.0
212.0,76.0
638/3,78.0
640/3,81.0
214.0,78.0
215.0,78.0
647/3,76.0
216.0,78.0
217.0,81.0
217.25,78.0
219.0,78.0
658/3,83.0
226.25,83.0
227.0,83.0
683/3,85.0
228.0,83.0
229.0,81.0
229.25,76.0
232.0,73.0
232.25,73.0
232.75,71.0
233.0,73.0
234.0,76.0
240.0,83.0
241.0,83.0
241.25,85.0
241.75,83.0
728/3,81.0
243.0,76.0
737/3,73.0
246.0,73.0
739/3,71.0
247.0,73.0
247.75,71.0
253.0,69.0
253.25,71.0
253.75,73.0
764/3,76.0
766/3,76.0
256.25,73.0
256.75,76.0
259.0,81.0
259.75,80.0
782/3,78.0
784/3,76.0
262.0,78.0
800/3,78.0
267.0,76.0
802/3,78.0
268.25,81.0
268.75,78.0
270.0,78.0
811/3,76.0
271.0,78.0
271.75,81.0
272.0,78.0
274.0,78.0
274.25,83.0
280.25,83.0
280.75,85.0
281.0,83.0
282.0,81.0
847/3,81.0
336.0,73.0
1009/3,76.0
337.0,76.0
337.25,73.0
337.75,76.0
342.0,73.0
1027/3,76.0
343.0,78.0
343.25,73.0
344.0,71.0
1034/3,73.0
345.0,73.0
1036/3,74.0
346.0,73.0
346.25,73.0
349.0,66.0
349.25,64.0
349.75,66.0
350.0,69.0
351.0,69.0
352.25,66.0
354.0,64.0
355.0,73.0
355.25,71.0
355.75,71.0
356.0,69.0
1070/3,71.0
1088/3,69.0
1090/3,73.0
364.0,76.0
364.25,76.0
364.75,73.0
365.0,76.0
1108/3,73.0
370.0,76.0
370.25,78.0
370.75,73.0
1115/3,71.0
372.0,73.0
1117/3,73.0
373.25,74.0
373.75,73.0
376.25,64.0
376.75,64.0
377.0,73.0
1133/3,71.0
378.0,71.0
1135/3,69.0
379.0,71.0
379.25,66.0
1144/3,64.0
382.25,71.0
383.0,71.0
1151/3,73.0
384.0,71.0
1153/3,69.0
390.0,69.0
391.0,73.0
391.25,76.0
1178/3,76.0
1180/3,73.0
394.0,76.0
397.0,73.0
397.25,76.0
397.75,78.0
398.0,73.0
399.0,73.0
400.25,71.0
400.75,73.0
403.75,66.0
404.0,64.0
1214/3,66.0
405.0,69.0
406.0,69.0
406.25,66.0
409.0,66.0
409.25,69.0
409.75,73.0
410.0,71.0
1232/3,71.0
411.0,69.0
1234/3,71.0
418.25,73.0
419.0,76.0
420.0,76.0
421.0,73.0
421.25,76.0
424.75,76.0
425.0,78.0
426.0,73.0
1279/3,73.0
427.0,73.0
1282/3,73.0
428.0,71.0
1286/3,69.0
