beats,note_index
32.0,79.0
32.5,79.0
33.0,79.0
33.5,79.0
34.0,79.0
35.0,76.0
35.5,74.0
36.0,74.0
40.0,79.0
40.5,79.0
41.0,79.0
41.5,79.0
42.0,79.0
43.0,76.0
43.5,74.0
44.0,74.0
45.0,72.0
48.0,72.0
48.5,72.0
49.0,72.0
49.5,72.0
50.0,72.0
51.0,74.0
51.5,76.0
52.0,74.0
53.0,69.0
56.0,69.0
56.5,69.0
57.0,69.0
57.5,69.0
58.0,72.0
59.0,64.0
60.0,67.0
64.0,79.0
64.5,79.0
65.0,79.0
65.5,79.0
66.0,79.0
67.0,76.0
67.5,74.0
68.0,74.0
72.0,79.0
72.5,79.0
73.0,79.0
73.5,79.0
74.0,79.0
75.0,76.0
75.5,74.0
76.0,74.0
77.0,72.0
80.0,72.0
80.5,72.0
81.0,72.0
81.5,72.0
82.0,72.0
83.0,74.0
83.5,76.0
84.0,74.0
85.0,69.0
88.0,69.0
88.5,69.0
89.0,69.0
89.5,69.0
90.0,72.0
91.0,64.0
92.0,67.0
96.0,79.0
98.0,84.0
100.0,81.0
101.0,79.0
101.5,81.0
102.0,77.0
103.5,76.0
104.0,74.0
104.75,77.0
105.0,74.0
105.5,77.0
106.0,81.0
106.5,81.0
107.5,79.0
108.0,79.0
112.0,79.0
114.0,84.0
116.0,81.0
117.0,79.0
117.5,81.0
118.0,77.0
119.5,76.0
120.0,74.0
120.75,77.0
121.0,74.0
121.5,77.0
122.0,79.0
123.0,79.0
123.5,81.0
124.0,81.0
125.0,72.0
128.0,74.0
128.75,77.0
129.0,74.0
129.5,77.0
130.0,79.0
130.5,81.0
131.0,79.0
132.0,74.0
132.75,77.0
133.0,74.0
133.5,77.0
134.0,79.0
134.5,81.0
135.0,72.0
136.0,79.0
137.0,84.0
138.0,84.0
138.5,84.0
139.0,81.0
139.5,79.0
140.0,79.0
141.0,77.0
143.0,76.0
144.0,74.0
144.75,77.0
145.0,74.0
145.5,77.0
146.0,79.0
146.5,81.0
147.0,79.0
148.0,74.0
148.75,77.0
149.0,74.0
149.5,77.0
150.0,79.0
150.5,81.0
151.0,72.0
152.0,69.0
152.5,72.0
153.0,69.0
153.5,72.0
154.0,76.0
155.0,74.0
156.0,72.0
160.0,79.0
160.5,79.0
161.5,79.0
162.0,79.0
163.0,76.0
163.5,74.0
164.0,74.0
168.0,69.0
168.75,72.0
169.0,69.0
169.5,72.0
170.0,76.0
171.0,74.0
172.0,72.0
208.0,79.0
208.5,79.0
209.0,79.0
209.5,79.0
210.0,79.0
211.0,76.0
211.5,74.0
212.0,74.0
216.0,79.0
216.5,79.0
217.0,79.0
217.5,79.0
218.0,79.0
219.0,76.0
219.5,74.0
220.0,74.0
221.0,72.0
224.0,72.0
224.5,72.0
225.0,72.0
225.5,72.0
226.0,72.0
227.0,74.0
227.5,76.0
228.0,74.0
229.0,69.0
232.0,69.0
232.5,69.0
233.0,69.0
233.5,69.0
234.0,72.0
235.0,64.0
236.0,67.0
240.0,79.0
240.5,79.0
241.0,79.0
241.5,79.0
242.0,79.0
243.0,76.0
243.5,74.0
244.0,74.0
248.0,79.0
248.5,79.0
249.0,79.0
249.5,79.0
250.0,79.0
251.0,76.0
251.5,74.0
252.0,74.0
253.0,72.0
256.0,72.0
256.5,72.0
257.0,72.0
257.5,72.0
258.0,72.0
259.0,74.0
259.5,76.0
260.0,74.0
261.0,69.0
264.0,69.0
264.5,69.0
265.0,69.0
265.5,69.0
266.0,72.0
267.0,64.0
268.0,67.0
272.0,79.0
274.0,84.0
276.0,81.0
277.0,79.0
277.5,81.0
278.0,77.0
279.5,76.0
280.0,74.0
281.0,77.0
281.0,74.0
281.5,77.0
282.0,81.0
282.5,81.0
283.5,79.0
284.0,79.0
288.0,79.0
290.0,84.0
292.0,81.0
293.0,79.0
293.5,81.0
294.0,77.0
295.5,76.0
296.0,74.0
296.75,77.0
297.0,74.0
297.5,77.0
298.0,79.0
299.0,79.0
299.5,81.0
300.0,81.0
301.0,72.0
304.0,74.0
304.75,77.0
305.0,74.0
305.5,77.0
306.0,79.0
306.5,81.0
307.0,79.0
308.0,74.0
309.0,77.0
309.0,74.0
309.5,77.0
310.0,79.0
310.5,81.0
311.0,72.0
312.0,79.0
313.0,84.0
314.0,84.0
314.5,84.0
315.0,81.0
315.5,79.0
316.0,79.0
317.0,77.0
319.0,76.0
320.0,74.0
320.75,77.0
321.0,74.0
321.5,77.0
322.0,79.0
322.5,81.0
323.0,79.0
324.0,74.0
324.75,77.0
325.0,74.0
325.5,77.0
326.0,79.0
326.5,81.0
327.0,72.0
328.0,69.0
986/3,72.0
329.0,69.0
329.5,72.0
330.0,76.0
331.0,74.0
332.0,72.0
336.0,79.0
336.5,79.0
337.5,79.0
338.0,79.0
339.0,76.0
339.5,74.0
340.0,74.0
344.0,69.0
344.5,72.0
345.0,69.0
345.5,72.0
346.0,76.0
347.0,74.0
348.0,72.0
352.0,81.0
352.5,81.0
353.0,81.0
353.5,81.0
354.0,84.0
356.0,84.0
357.0,76.0
360.0,79.0
1081/3,81.0
1082/3,79.0
