beats,note_index
8.5,62.0
9.75,60.0
11.75,58.0
38/3,60.0
43/3,62.0
16.0,55.0
17.75,57.0
19.5,58.0
39.0,60.0
118/3,62.0
39.75,62.0
124/3,63.0
43.0,58.0
44.75,60.0
55.75,62.0
170/3,60.0
59.25,58.0
60.0,60.0
185/3,62.0
190/3,55.0
65.0,57.0
66.75,58.0
86.25,60.0
260/3,62.0
87.0,60.0
88.75,60.0
89.25,62.0
90.5,62.0
90.75,63.0
92.0,62.0
93.75,70.0
95.5,60.0
96.0,62.0
97.25,60.0
293/3,62.0
99.0,63.0
99.75,62.0
100.5,70.0
102.25,60.0
308/3,62.0
117.5,60.0
118.0,62.0
119.25,63.0
120.0,62.0
120.75,67.0
122.5,58.0
124.25,67.0
126.0,58.0
383/3,60.0
128.0,62.0
388/3,62.0
130.25,60.0
131.0,60.0
146.25,60.0
440/3,62.0
147.0,62.0
148.0,70.0
149.5,60.0
150.0,62.0
151.25,60.0
455/3,62.0
153.0,63.0
153.75,62.0
464/3,70.0
469/3,60.0
156.75,62.0
171.5,60.0
172.0,62.0
173.25,63.0
174.0,62.0
175.0,67.0
530/3,58.0
535/3,58.0
568/3,62.0
190.25,63.0
191.0,62.0
191.75,63.0
578/3,62.0
193.5,63.0
583/3,62.0
194.75,60.0
195.25,58.0
611/3,58.0
204.5,60.0
616/3,58.0
206.25,60.0
620/3,62.0
207.0,63.0
208.0,65.0
208.75,65.0
210.5,58.0
211.25,60.0
212.0,58.0
213.0,60.0
640/3,62.0
213.75,63.0
644/3,65.0
215.5,65.0
224.0,58.0
224.75,60.0
225.25,58.0
677/3,58.0
226.5,60.0
227.0,62.0
682/3,63.0
228.25,65.0
229.0,58.0
692/3,65.0
231.5,65.0
232.0,58.0
697/3,58.0
233.25,65.0
234.0,58.0
235.0,60.0
706/3,62.0
235.75,62.0
244.25,58.0
245.0,60.0
246.0,58.0
246.75,60.0
247.25,62.0
743/3,63.0
248.5,65.0
748/3,65.0
251.0,58.0
251.75,60.0
758/3,58.0
253.5,60.0
254.0,62.0
763/3,63.0
255.25,65.0
256.0,70.0
824/3,67.0
275.0,69.0
275.5,67.0
829/3,65.0
277.25,65.0
278.5,67.0
280.5,65.0
844/3,58.0
281.75,57.0
848/3,60.0
283.0,58.0
291.5,58.0
877/3,60.0
293.25,58.0
294.0,60.0
294.5,62.0
295.0,63.0
295.75,65.0
890/3,65.0
895/3,58.0
299.25,60.0
300.0,58.0
300.75,60.0
301.25,62.0
905/3,63.0
302.5,65.0
910/3,65.0
311.75,58.0
938/3,60.0
313.0,58.0
313.5,58.0
943/3,60.0
314.75,62.0
315.25,63.0
316.0,65.0
317.0,58.0
956/3,65.0
319.5,65.0
319.75,58.0
320.25,58.0
321.0,65.0
322.0,58.0
322.75,60.0
323.25,62.0
971/3,62.0
332.0,58.0
333.0,60.0
333.75,58.0
1004/3,60.0
335.0,62.0
335.5,63.0
1009/3,65.0
337.25,65.0
339.0,58.0
339.75,60.0
340.5,58.0
1024/3,60.0
341.75,62.0
342.25,63.0
343.0,65.0
344.0,70.0
362.5,67.0
363.0,69.0
1090/3,67.0
364.25,65.0
365.0,65.0
1099/3,67.0
368.5,65.0
1108/3,58.0
369.75,57.0
370.5,60.0
371.0,58.0
380.25,62.0
381.0,60.0
1151/3,58.0
384.5,60.0
386.25,62.0
388.0,55.0
389.5,57.0
391.25,58.0
1232/3,60.0
411.0,62.0
411.5,62.0
413.25,62.0
1241/3,63.0
415.0,58.0
1250/3,60.0
1283/3,62.0
428.5,60.0
431.0,58.0
431.75,60.0
433.5,62.0
435.25,55.0
437.0,57.0
1316/3,58.0
458.0,60.0
458.5,62.0
459.0,60.0
460.5,60.0
461.0,62.0
