beats,note_index
0.0,69.0
1.25,66.0
1.75,69.0
7/3,74.0
4.75,71.0
6.0,74.0
20/3,71.0
7.25,69.0
29/3,69.0
10.75,62.0
34/3,64.0
12.0,66.0
13.25,64.0
13.75,62.0
43/3,64.0
19.25,69.0
61/3,66.0
21.0,69.0
65/3,74.0
70/3,73.0
24.0,71.0
25.25,74.0
79/3,69.0
28.75,69.0
30.0,64.0
92/3,66.0
31.25,67.0
33.0,61.0
101/3,62.0
115/3,71.0
119/3,74.0
40.75,74.0
43.25,73.0
133/3,71.0
45.0,73.0
137/3,74.0
48.0,71.0
146/3,73.0
49.25,74.0
49.75,71.0
151/3,71.0
51.0,69.0
155/3,66.0
52.25,62.0
52.75,64.0
173/3,69.0
58.75,66.0
178/3,69.0
60.0,74.0
61.75,73.0
187/3,71.0
191/3,74.0
64.75,69.0
67.25,69.0
205/3,64.0
69.0,66.0
209/3,67.0
72.0,61.0
223/3,62.0
76.75,62.0
