beats,note_index
0.0,74.0
0.25,73.0
0.5,74.0
0.75,76.0
1.0,74.0
2.0,74.0
7/3,73.0
8/3,74.0
3.0,76.0
3.0,74.0
4.0,74.0
4.5,72.0
4.75,74.0
5.0,76.0
5.25,77.0
5.5,76.0
5.75,77.0
6.0,79.0
6.25,81.0
22/3,58.0
25/3,62.0
9.0,62.0
28/3,65.0
10.0,67.0
10.5,69.0
12.0,72.0
12.5,74.0
13.0,62.0
41/3,65.0
14.0,67.0
44/3,69.0
47/3,65.0
16.0,64.0
16.25,65.0
16.5,69.0
16.75,67.0
17.25,67.0
17.75,67.0
18.25,69.0
18.75,72.0
58/3,72.0
20.0,72.0
61/3,74.0
21.0,69.0
23.5,67.0
24.0,65.0
24.5,64.0
25.0,62.0
77/3,62.0
26.0,65.0
80/3,67.0
27.0,69.0
28.75,72.0
29.25,74.0
29.75,62.0
30.25,65.0
31.0,67.0
94/3,69.0
97/3,65.0
98/3,64.0
33.0,65.0
33.0,69.0
100/3,67.0
34.0,67.0
34.5,67.0
35.0,69.0
35.5,72.0
36.0,69.0
37.0,60.0
113/3,62.0
41.75,77.0
42.25,77.0
43.0,77.0
130/3,77.0
44.0,74.0
134/3,76.0
45.0,77.0
46.0,77.0
46.5,77.0
47.0,77.0
47.5,77.0
48.0,74.0
49.0,76.0
49.0,77.0
50.0,79.0
51.75,79.0
52.25,77.0
53.25,79.0
163/3,76.0
56.0,73.0
169/3,70.0
57.5,73.0
58.5,77.0
59.0,77.0
59.5,77.0
60.0,77.0
182/3,74.0
184/3,76.0
185/3,77.0
188/3,77.0
63.25,77.0
63.75,77.0
64.25,77.0
64.75,74.0
65.5,76.0
66.0,77.0
67.0,79.0
203/3,79.0
68.0,79.0
68.5,77.0
69.0,76.0
70.0,73.0
70.5,76.0
71.0,74.0
74.0,74.0
74.75,76.0
75.25,77.0
78.0,76.0
235/3,77.0
79.0,81.0
80.0,88.0
80.5,86.0
81.0,81.0
82.0,89.0
82.5,88.0
83.0,81.0
84.0,89.0
254/3,86.0
85.0,81.0
257/3,79.0
86.0,80.0
86.25,79.0
86.5,77.0
86.75,79.0
87.25,77.0
87.75,79.0
268/3,81.0
92.5,81.0
93.0,79.0
93.5,77.0
94.0,74.0
95.0,77.0
287/3,79.0
96.0,81.0
289/3,82.0
290/3,84.0
97.0,86.0
97.0,84.0
292/3,83.0
293/3,82.0
98.0,81.0
98.25,79.0
98.5,81.0
98.75,82.0
99.0,84.0
99.25,82.0
99.5,80.0
99.75,81.0
100.0,79.0
100.25,77.0
100.5,79.0
100.75,81.0
101.0,82.0
304/3,81.0
305/3,79.0
102.0,80.0
102.0,78.0
307/3,76.0
308/3,77.0
103.0,79.0
103.0,81.0
310/3,79.0
103.75,78.0
104.0,77.0
104.25,76.0
104.5,74.0
104.75,76.0
105.0,77.0
105.25,79.0
105.5,77.0
105.75,75.0
106.0,76.0
106.25,74.0
107.0,89.0
323/3,89.0
108.0,89.0
326/3,89.0
109.0,86.0
109.0,82.0
328/3,81.0
109.75,86.0
110.0,82.0
110.25,81.0
110.5,77.0
110.75,82.0
111.0,81.0
111.25,77.0
111.5,74.0
111.75,81.0
112.0,77.0
112.25,74.0
338/3,70.0
113.0,77.0
113.0,76.0
340/3,74.0
341/3,69.0
114.0,76.0
114.0,74.0
343/3,69.0
344/3,65.0
115.0,74.0
115.0,69.0
115.5,65.0
115.75,62.0
116.0,61.0
116.25,62.0
116.5,64.0
116.75,62.0
117.0,64.0
117.25,65.0
117.5,67.0
117.75,69.0
118.0,70.0
118.25,69.0
356/3,67.0
119.0,69.0
119.0,71.0
358/3,73.0
359/3,74.0
120.0,76.0
120.0,77.0
361/3,76.0
362/3,77.0
121.0,79.0
121.0,81.0
121.5,83.0
121.75,85.0
122.0,86.0
122.25,88.0
122.5,85.0
122.75,81.0
123.0,88.0
123.25,85.0
123.5,81.0
123.75,88.0
124.0,85.0
373/3,81.0
374/3,88.0
125.0,85.0
125.0,81.0
376/3,89.0
377/3,86.0
126.0,82.0
126.0,81.0
379/3,86.0
380/3,82.0
127.0,81.0
127.25,77.0
127.5,82.0
127.75,81.0
128.0,77.0
128.25,74.0
128.5,81.0
128.75,77.0
129.0,74.0
129.25,70.0
129.5,77.0
129.75,76.0
130.0,74.0
391/3,69.0
392/3,76.0
131.0,74.0
131.0,69.0
394/3,65.0
395/3,74.0
132.0,69.0
132.0,65.0
397/3,62.0
398/3,61.0
133.0,62.0
133.25,64.0
133.5,62.0
133.75,64.0
134.0,65.0
134.25,67.0
134.5,69.0
134.75,70.0
135.0,69.0
135.25,67.0
135.5,69.0
135.75,71.0
136.0,73.0
409/3,74.0
410/3,76.0
137.0,77.0
137.0,79.0
412/3,77.0
413/3,76.0
138.0,77.0
138.0,76.0
415/3,74.0
138.75,69.0
139.0,65.0
142.0,74.0
428/3,74.0
143.0,77.0
431/3,79.0
144.0,77.0
145.75,81.0
146.25,86.0
146.75,74.0
147.25,77.0
148.0,79.0
445/3,81.0
448/3,77.0
449/3,76.0
150.0,77.0
150.0,81.0
451/3,79.0
151.0,79.0
151.5,79.0
152.0,81.0
152.5,84.0
153.0,84.0
461/3,84.0
154.0,86.0
464/3,81.0
157.25,79.0
157.75,77.0
158.25,76.0
158.75,74.0
159.25,74.0
160.0,77.0
481/3,79.0
161.0,81.0
487/3,84.0
163.0,86.0
163.5,74.0
164.0,77.0
164.5,79.0
165.0,81.0
166.0,77.0
499/3,76.0
500/3,77.0
167.0,81.0
167.0,79.0
503/3,79.0
168.0,79.0
168.75,81.0
169.25,84.0
169.75,81.0
170.75,72.0
514/3,74.0
175.5,77.0
176.0,77.0
530/3,77.0
177.0,77.0
533/3,74.0
535/3,76.0
536/3,77.0
539/3,77.0
180.25,77.0
180.75,77.0
181.25,77.0
181.75,74.0
182.5,76.0
183.0,77.0
184.0,79.0
