beats,note_index
109/3,66.0
37.0,66.0
37.75,64.0
38.5,66.0
43.25,57.0
43.75,62.0
44.25,66.0
44.75,67.0
45.5,66.0
46.25,64.0
47.0,64.0
48.0,66.0
48.5,59.0
53.25,64.0
54.0,62.0
164/3,61.0
166/3,61.0
60.0,57.0
182/3,62.0
61.0,64.0
185/3,67.0
187/3,66.0
63.0,64.0
63.75,64.0
64.75,66.0
196/3,66.0
69.5,66.0
70.0,66.0
212/3,69.0
215/3,66.0
72.0,73.0
73.25,74.0
73.75,74.0
76.0,74.0
229/3,73.0
232/3,74.0
78.0,69.0
80.0,69.0
242/3,78.0
81.0,76.0
245/3,76.0
82.0,74.0
82.75,74.0
250/3,74.0
84.0,71.0
84.75,78.0
86.0,76.0
259/3,76.0
88.5,69.0
89.0,78.0
89.5,76.0
90.0,76.0
272/3,74.0
91.0,74.0
275/3,74.0
92.75,76.0
93.25,76.0
94.75,69.0
286/3,79.0
97.0,79.0
292/3,78.0
103.25,76.0
103.75,76.0
104.5,78.0
105.0,79.0
106.0,78.0
335/3,81.0
112.0,81.0
113.75,74.0
114.25,76.0
114.75,74.0
120.0,69.0
362/3,69.0
121.25,74.0
122.0,76.0
122.75,78.0
379/3,79.0
380/3,78.0
127.0,76.0
128.5,69.0
129.0,79.0
392/3,79.0
131.0,78.0
137.0,76.0
412/3,76.0
138.0,78.0
139.0,79.0
139.5,78.0
436/3,81.0
146.0,81.0
442/3,74.0
148.0,76.0
148.5,74.0
153.75,69.0
154.25,74.0
155.0,76.0
467/3,78.0
469/3,78.0
160.0,79.0
481/3,78.0
482/3,76.0
162.0,69.0
162.75,78.0
164.25,74.0
164.75,76.0
496/3,74.0
172.75,74.0
173.0,81.0
173.25,81.0
589/3,66.0
197.0,66.0
197.75,64.0
198.5,66.0
203.25,57.0
203.75,62.0
204.25,66.0
204.75,67.0
205.5,66.0
206.25,64.0
207.0,64.0
208.0,66.0
208.5,59.0
213.25,64.0
214.0,62.0
644/3,61.0
646/3,61.0
220.0,57.0
662/3,62.0
221.0,64.0
665/3,67.0
667/3,66.0
223.0,64.0
223.75,64.0
224.75,66.0
676/3,66.0
229.5,66.0
230.0,66.0
692/3,69.0
695/3,66.0
232.0,73.0
233.25,74.0
233.75,74.0
236.0,74.0
709/3,73.0
712/3,74.0
238.0,69.0
240.0,69.0
722/3,78.0
241.0,76.0
725/3,76.0
242.0,74.0
242.75,74.0
730/3,74.0
244.0,71.0
244.75,78.0
246.0,76.0
739/3,76.0
248.5,69.0
249.0,78.0
249.5,76.0
250.0,76.0
752/3,74.0
251.0,74.0
755/3,74.0
252.75,76.0
253.25,76.0
254.75,69.0
766/3,79.0
257.0,79.0
772/3,78.0
263.25,76.0
263.75,76.0
264.5,78.0
265.0,79.0
266.0,78.0
815/3,81.0
272.0,81.0
273.75,74.0
274.25,76.0
274.75,74.0
280.0,69.0
842/3,69.0
281.25,74.0
282.0,76.0
282.75,78.0
859/3,79.0
860/3,78.0
287.0,76.0
288.5,69.0
289.0,79.0
872/3,79.0
291.0,78.0
297.0,76.0
892/3,76.0
298.0,78.0
299.0,79.0
299.5,78.0
916/3,81.0
306.0,81.0
922/3,74.0
308.0,76.0
308.5,74.0
313.75,69.0
314.25,74.0
315.0,76.0
947/3,78.0
949/3,78.0
320.0,79.0
961/3,78.0
962/3,76.0
322.0,81.0
322.75,81.0
324.25,78.0
324.75,81.0
326.0,74.0
326.25,76.0
326.5,78.0
992/3,69.0
331.0,74.0
332.0,76.0
332.5,78.0
333.25,78.0
339.0,81.0
339.5,81.0
341.0,74.0
1025/3,76.0
342.0,74.0
1042/3,69.0
348.0,69.0
1046/3,74.0
1048/3,76.0
350.0,78.0
353.75,79.0
354.0,78.0
354.25,76.0
356.0,69.0
1069/3,79.0
358.0,79.0
358.5,78.0
364.25,76.0
364.75,76.0
365.5,78.0
366.25,79.0
367.0,78.0
372.75,81.0
373.25,81.0
374.75,74.0
1126/3,76.0
376.0,74.0
381.0,69.0
1145/3,74.0
1147/3,76.0
383.0,78.0
383.75,78.0
1162/3,79.0
387.75,78.0
388.0,76.0
389.5,69.0
390.0,78.0
1175/3,74.0
392.0,74.0
1177/3,76.0
392.75,74.0
398.0,69.0
398.5,81.0
400.0,78.0
1202/3,78.0
401.0,76.0
401.0,74.0
1219/3,69.0
407.0,78.0
408.5,74.0
409.0,76.0
409.5,74.0
415.0,69.0
1246/3,78.0
417.25,78.0
417.75,78.0
418.5,76.0
419.25,74.0
