beats,note_index
0.75,56.0
4/3,59.0
1.75,61.0
2.25,64.0
2.5,61.0
3.0,59.0
3.5,59.0
4.0,56.0
7.75,56.0
8.25,59.0
26/3,61.0
9.0,64.0
9.5,61.0
10.0,59.0
31/3,59.0
10.75,54.0
44/3,54.0
15.0,56.0
15.5,57.0
16.0,56.0
49/3,57.0
16.75,59.0
17.25,61.0
19.5,52.0
19.75,61.0
20.25,59.0
23.0,52.0
70/3,61.0
23.75,56.0
32.0,56.0
97/3,59.0
32.75,61.0
33.25,64.0
101/3,61.0
34.0,59.0
34.5,59.0
35.0,56.0
38.75,56.0
39.25,59.0
39.75,61.0
40.25,64.0
40.5,61.0
41.0,59.0
41.5,59.0
42.0,54.0
45.75,54.0
46.25,56.0
140/3,57.0
47.0,56.0
47.5,57.0
48.0,59.0
145/3,61.0
50.5,52.0
51.0,61.0
154/3,59.0
163/3,56.0
54.75,52.0
60.5,59.0
184/3,61.0
62.25,64.0
63.0,64.0
64.0,61.0
64.75,59.0
65.25,64.0
66.0,64.0
67.0,64.0
202/3,61.0
68.25,59.0
69.0,64.0
70.0,64.0
70.75,61.0
215/3,59.0
72.0,64.0
75.0,59.0
76.0,61.0
78.5,64.0
79.5,61.0
79.75,64.0
80.25,61.0
80.75,59.0
81.25,56.0
81.5,59.0
82.0,54.0
82.5,56.0
83.0,59.0
91.5,59.0
277/3,61.0
93.25,64.0
94.0,64.0
95.0,61.0
95.75,59.0
96.25,64.0
97.0,64.0
98.0,64.0
98.5,61.0
99.25,59.0
100.25,64.0
101.0,64.0
102.0,61.0
102.75,59.0
103.25,64.0
106.25,59.0
107.0,61.0
329/3,64.0
110.5,61.0
111.0,64.0
334/3,61.0
111.75,59.0
112.25,56.0
338/3,59.0
113.0,56.0
113.5,59.0
114.0,64.0
121.75,56.0
122.25,59.0
122.5,61.0
123.0,64.0
123.5,61.0
124.0,59.0
373/3,59.0
124.75,56.0
386/3,56.0
129.0,59.0
129.5,61.0
130.0,64.0
391/3,61.0
130.75,59.0
131.25,59.0
395/3,54.0
135.5,54.0
136.0,56.0
409/3,57.0
136.75,56.0
137.25,57.0
413/3,59.0
138.0,61.0
140.25,52.0
140.75,61.0
141.25,59.0
143.75,52.0
144.25,61.0
434/3,56.0
152.75,56.0
153.25,59.0
461/3,61.0
154.0,64.0
154.5,61.0
155.0,59.0
466/3,59.0
155.75,56.0
159.75,56.0
160.25,59.0
160.5,61.0
161.0,64.0
161.5,61.0
162.0,59.0
487/3,59.0
162.75,54.0
500/3,54.0
167.0,56.0
167.5,57.0
168.0,56.0
505/3,57.0
168.75,59.0
169.25,61.0
514/3,52.0
171.75,61.0
172.25,59.0
175.25,56.0
527/3,52.0
544/3,59.0
182.25,61.0
183.0,64.0
184.0,64.0
184.75,61.0
557/3,59.0
186.0,64.0
187.0,64.0
187.75,64.0
188.25,61.0
189.0,59.0
190.0,64.0
190.75,64.0
575/3,61.0
192.5,59.0
193.0,64.0
196.0,59.0
196.75,61.0
199.5,64.0
200.25,61.0
200.75,64.0
201.25,61.0
201.5,59.0
202.0,56.0
202.5,59.0
203.0,54.0
610/3,56.0
203.75,59.0
637/3,59.0
213.25,61.0
214.0,64.0
215.0,64.0
215.75,61.0
650/3,59.0
217.0,64.0
218.0,64.0
218.75,64.0
219.25,61.0
220.25,59.0
221.0,64.0
222.0,64.0
222.75,61.0
671/3,59.0
224.0,64.0
227.0,59.0
228.0,61.0
230.5,64.0
694/3,61.0
231.75,64.0
232.25,61.0
698/3,59.0
233.0,56.0
233.5,59.0
234.0,56.0
703/3,59.0
234.75,64.0
243.5,59.0
733/3,61.0
245.25,64.0
246.0,64.0
247.0,61.0
247.75,59.0
248.25,64.0
249.0,64.0
250.0,64.0
751/3,61.0
251.25,59.0
252.0,64.0
253.0,64.0
253.75,61.0
764/3,59.0
255.0,64.0
258.0,59.0
259.0,61.0
261.5,64.0
262.5,61.0
263.0,64.0
790/3,61.0
263.75,59.0
264.25,56.0
794/3,59.0
265.0,54.0
265.5,56.0
266.0,59.0
274.5,59.0
826/3,61.0
276.25,64.0
277.0,64.0
278.0,61.0
278.75,59.0
279.25,64.0
280.25,64.0
281.0,64.0
281.5,61.0
847/3,59.0
283.25,64.0
284.0,64.0
285.0,61.0
285.75,59.0
286.25,64.0
289.25,59.0
290.0,61.0
878/3,64.0
293.5,61.0
294.0,64.0
883/3,61.0
294.75,59.0
295.25,56.0
887/3,59.0
296.0,56.0
296.5,59.0
297.0,64.0
917/3,59.0
306.5,61.0
922/3,64.0
308.25,64.0
309.0,61.0
310.0,59.0
931/3,64.0
311.25,64.0
312.0,64.0
312.5,61.0
940/3,59.0
314.25,64.0
315.0,64.0
316.0,61.0
316.75,59.0
317.25,64.0
320.25,59.0
321.25,61.0
323.75,64.0
974/3,61.0
325.0,64.0
325.5,61.0
326.0,59.0
979/3,56.0
326.75,59.0
327.25,54.0
983/3,56.0
328.0,59.0
1010/3,59.0
337.5,61.0
338.5,64.0
339.25,64.0
340.25,61.0
341.0,59.0
341.5,64.0
1027/3,64.0
343.25,64.0
1031/3,61.0
344.5,59.0
1036/3,64.0
346.25,64.0
347.0,61.0
348.0,59.0
1045/3,64.0
1054/3,59.0
352.25,61.0
354.75,64.0
1067/3,61.0
356.0,64.0
356.5,61.0
357.0,59.0
357.5,56.0
357.75,59.0
358.25,56.0
1076/3,59.0
359.25,64.0
