beats,note_index
4.75,64.0
19/3,59.0
7.0,64.0
7.5,64.0
7.75,66.0
8.0,64.0
26/3,62.0
9.25,62.0
31/3,62.0
11.0,57.0
11.5,62.0
12.0,62.0
37/3,64.0
38/3,62.0
13.0,60.0
13.75,60.0
15.0,60.0
15.5,62.0
16.0,64.0
50/3,62.0
17.0,60.0
17.75,59.0
18.25,57.0
58/3,57.0
20.5,62.0
22.75,59.0
24.5,59.0
25.0,59.0
26.25,52.0
82/3,55.0
28.5,52.0
29.0,50.0
89/3,52.0
32.0,52.0
33.0,52.0
33.5,52.0
34.0,52.0
35.25,52.0
36.0,55.0
109/3,57.0
37.5,57.0
38.0,59.0
116/3,57.0
41.0,59.0
41.5,59.0
42.0,59.0
128/3,62.0
43.0,60.0
133/3,60.0
45.5,59.0
140/3,59.0
47.0,57.0
142/3,55.0
47.75,57.0
50.0,54.0
51.0,54.0
155/3,52.0
52.25,50.0
160/3,50.0
54.0,52.0
54.5,54.0
55.0,54.0
167/3,54.0
56.25,52.0
56.5,50.0
56.75,52.0
59.0,59.0
60.75,59.0
61.25,59.0
187/3,52.0
63.0,52.0
63.5,55.0
64.75,52.0
65.25,50.0
66.0,52.0
68.0,52.0
69.25,52.0
69.75,52.0
211/3,52.0
71.5,52.0
72.0,55.0
218/3,57.0
73.75,57.0
223/3,59.0
75.0,57.0
77.0,59.0
77.75,59.0
78.25,59.0
79.0,62.0
238/3,60.0
80.5,60.0
245/3,59.0
82.75,59.0
83.0,57.0
83.5,55.0
84.0,57.0
86.25,54.0
262/3,54.0
88.0,52.0
88.5,50.0
269/3,50.0
90.0,52.0
90.75,54.0
91.25,54.0
92.0,52.0
277/3,50.0
93.0,52.0
95.25,64.0
97.0,59.0
97.5,64.0
98.0,64.0
295/3,66.0
296/3,64.0
99.25,62.0
99.75,62.0
101.0,62.0
101.5,57.0
102.0,62.0
308/3,62.0
103.0,64.0
103.0,62.0
103.75,60.0
313/3,60.0
105.5,60.0
106.0,59.0
320/3,57.0
107.75,55.0
108.25,57.0
109.0,59.0
328/3,57.0
110.0,55.0
110.5,59.0
111.0,59.0
340/3,64.0
115.0,59.0
347/3,64.0
116.25,64.0
116.5,66.0
116.75,64.0
352/3,62.0
118.0,62.0
119.0,62.0
359/3,57.0
120.0,62.0
120.75,62.0
121.0,64.0
121.25,62.0
122.0,60.0
367/3,60.0
123.5,60.0
124.0,62.0
124.75,64.0
125.25,62.0
126.0,60.0
379/3,59.0
127.0,57.0
128.0,57.0
129.25,62.0
131.5,59.0
133.0,59.0
133.75,59.0
135.0,52.0
135.5,52.0
136.0,55.0
137.0,52.0
137.75,50.0
138.25,52.0
140.5,52.0
425/3,52.0
142.25,52.0
142.75,52.0
144.0,52.0
144.5,55.0
145.0,57.0
146.25,57.0
146.75,59.0
442/3,57.0
449/3,59.0
150.0,59.0
150.75,59.0
151.25,62.0
152.0,60.0
153.0,60.0
154.0,59.0
155.25,59.0
467/3,57.0
156.0,55.0
469/3,57.0
476/3,54.0
159.75,54.0
481/3,52.0
161.0,50.0
162.0,50.0
488/3,52.0
163.0,54.0
163.75,54.0
493/3,54.0
165.0,52.0
165.0,50.0
165.5,52.0
167.75,64.0
508/3,59.0
170.0,64.0
170.5,64.0
171.0,66.0
171.0,64.0
515/3,62.0
172.25,62.0
520/3,62.0
174.0,57.0
174.5,62.0
175.0,62.0
526/3,64.0
527/3,62.0
176.25,60.0
176.75,60.0
178.0,60.0
178.5,59.0
179.0,57.0
180.0,55.0
180.75,57.0
181.25,59.0
182.0,57.0
547/3,55.0
183.0,57.0
183.5,59.0
186.0,64.0
187.5,59.0
188.0,64.0
566/3,64.0
189.0,66.0
189.25,64.0
189.75,62.0
571/3,62.0
191.5,62.0
192.0,57.0
578/3,62.0
193.0,62.0
193.5,64.0
193.75,62.0
583/3,60.0
195.0,60.0
196.0,60.0
590/3,62.0
197.0,64.0
197.75,62.0
198.25,60.0
199.0,59.0
598/3,57.0
200.5,57.0
605/3,62.0
204.0,59.0
617/3,59.0
206.25,59.0
622/3,52.0
208.5,55.0
629/3,52.0
210.0,50.0
210.75,52.0
213.0,52.0
214.0,52.0
214.75,52.0
215.25,52.0
649/3,52.0
217.0,55.0
217.5,57.0
656/3,57.0
219.25,59.0
219.75,57.0
222.0,59.0
668/3,59.0
223.0,59.0
223.75,62.0
673/3,60.0
225.5,60.0
680/3,59.0
227.75,59.0
228.0,57.0
228.25,55.0
229.0,57.0
231.0,54.0
232.25,54.0
232.75,52.0
700/3,50.0
234.5,50.0
235.0,52.0
707/3,54.0
236.25,54.0
236.5,54.0
236.75,52.0
712/3,50.0
238.0,52.0
240.0,54.0
241.25,54.0
242.0,52.0
727/3,50.0
243.5,50.0
244.0,52.0
244.75,54.0
245.25,54.0
246.0,52.0
739/3,50.0
247.0,52.0
