beats,note_index
0.0,71.0
1.0,70.0
5/3,68.0
4.0,71.0
4.5,70.0
5.5,68.0
6.0,66.0
9.0,71.0
10.0,70.0
10.5,68.0
35/3,70.0
12.75,71.0
40/3,70.0
14.5,68.0
15.0,66.0
17.25,63.0
17.75,63.0
19.0,64.0
19.5,56.0
20.5,59.0
22.25,63.0
70/3,64.0
24.0,56.0
25.0,58.0
80/3,61.0
85/3,59.0
29.0,59.0
34.5,59.0
35.0,61.0
35.5,63.0
110/3,63.0
37.75,63.0
115/3,61.0
39.0,59.0
39.5,61.0
40.0,63.0
40.5,66.0
125/3,66.0
130/3,63.0
44.0,66.0
44.5,68.0
45.5,63.0
140/3,63.0
47.25,63.0
47.75,61.0
145/3,63.0
160/3,68.0
54.5,63.0
55.5,63.0
170/3,68.0
57.75,66.0
175/3,66.0
59.0,68.0
59.5,63.0
60.5,61.0
61.0,59.0
62.25,61.0
62.75,61.0
190/3,61.0
64.0,59.0
64.5,56.0
65.0,59.0
200/3,63.0
67.25,61.0
205/3,61.0
74.5,59.0
75.0,61.0
75.5,63.0
230/3,63.0
77.75,63.0
235/3,61.0
79.0,59.0
79.5,61.0
80.0,63.0
80.5,66.0
245/3,66.0
250/3,63.0
84.0,66.0
84.5,68.0
85.5,63.0
260/3,63.0
87.25,63.0
87.75,61.0
265/3,63.0
280/3,68.0
94.5,63.0
95.5,63.0
290/3,68.0
97.75,66.0
295/3,66.0
99.0,68.0
99.5,63.0
100.5,61.0
101.0,59.0
102.25,61.0
102.75,61.0
310/3,61.0
104.0,59.0
104.5,56.0
105.0,59.0
320/3,63.0
107.25,61.0
107.75,63.0
325/3,66.0
115.5,71.0
116.0,71.0
350/3,71.0
117.25,70.0
117.75,68.0
355/3,70.0
119.0,68.0
119.5,63.0
124.5,71.0
125.0,71.0
125.5,71.0
126.0,70.0
380/3,68.0
127.25,70.0
127.75,68.0
385/3,61.0
400/3,73.0
134.5,73.0
135.25,71.0
135.5,73.0
136.0,68.0
137.75,71.0
139.0,71.0
139.75,71.0
140.0,71.0
140.5,66.0
425/3,66.0
142.25,75.0
430/3,73.0
144.5,71.0
145.0,73.0
146.0,68.0
150.0,71.0
151.0,70.0
454/3,71.0
455/3,70.0
155.5,66.0
157.75,63.0
159.0,70.0
159.5,71.0
164.5,68.0
165.5,68.0
500/3,68.0
167.25,70.0
169.0,71.0
170.0,73.0
515/3,68.0
172.25,70.0
520/3,71.0
182.75,69.0
184.0,69.0
184.5,76.0
186.0,74.0
559/3,72.0
560/3,74.0
187.75,81.0
565/3,79.0
580/3,67.0
194.0,69.0
195.0,71.0
195.5,71.0
196.0,74.0
197.25,73.0
595/3,69.0
199.5,73.0
199.75,76.0
200.0,81.0
200.75,79.0
201.5,77.0
202.25,76.0
203.0,74.0
203.75,72.0
204.5,74.0
205.5,81.0
206.0,79.0
210.5,78.0
211.0,81.0
212.0,78.0
638/3,74.0
640/3,71.0
214.5,76.0
215.0,73.0
216.0,69.0
220.0,80.0
220.75,78.0
221.5,76.0
222.25,74.0
670/3,78.0
224.0,71.0
224.0,73.0
225.0,71.0
225.5,60.0
226.0,61.0
680/3,63.0
227.75,63.0
229.0,63.0
229.5,61.0
230.0,59.0
230.5,61.0
231.0,63.0
695/3,66.0
232.75,66.0
234.5,63.0
235.0,66.0
235.5,68.0
710/3,63.0
237.75,63.0
715/3,63.0
239.0,61.0
239.5,63.0
244.5,68.0
245.5,63.0
740/3,63.0
247.75,68.0
249.0,66.0
249.5,66.0
250.0,68.0
250.5,63.0
755/3,61.0
252.25,59.0
760/3,61.0
254.0,61.0
254.5,61.0
255.0,59.0
255.5,56.0
256.0,59.0
257.75,63.0
775/3,61.0
259.0,63.0
259.5,66.0
800/3,71.0
267.25,71.0
267.75,71.0
805/3,70.0
269.0,68.0
269.5,70.0
270.0,68.0
270.5,63.0
275.5,71.0
276.0,71.0
830/3,71.0
277.25,70.0
277.75,68.0
835/3,70.0
279.0,68.0
279.5,61.0
284.5,73.0
285.5,73.0
859/3,71.0
860/3,73.0
287.25,68.0
289.0,71.0
290.0,71.0
291.0,71.0
291.0,71.0
875/3,66.0
292.75,66.0
880/3,75.0
294.5,73.0
295.5,71.0
296.0,73.0
297.25,68.0
301.0,71.0
302.25,70.0
302.5,71.0
302.75,70.0
920/3,66.0
309.0,63.0
310.0,70.0
310.5,71.0
315.5,68.0
950/3,68.0
317.75,68.0
955/3,70.0
320.0,71.0
321.0,73.0
322.75,68.0
970/3,70.0
324.5,71.0
1000/3,71.0
334.0,71.0
334.5,71.0
335.0,70.0
335.5,68.0
336.0,70.0
1010/3,68.0
337.25,63.0
342.25,71.0
342.75,71.0
1030/3,71.0
344.0,70.0
344.5,68.0
345.0,70.0
345.5,68.0
346.0,61.0
351.0,73.0
352.25,73.0
353.0,71.0
1060/3,73.0
354.0,68.0
355.5,71.0
1070/3,71.0
357.5,71.0
357.75,71.0
1075/3,66.0
359.5,66.0
360.0,75.0
361.0,73.0
362.25,71.0
362.75,73.0
364.0,68.0
367.75,71.0
369.0,70.0
369.0,71.0
369.5,70.0
1120/3,66.0
375.5,63.0
1130/3,70.0
377.25,71.0
382.25,68.0
1150/3,68.0
384.5,68.0
385.0,70.0
1160/3,71.0
387.75,73.0
389.5,68.0
390.0,70.0
391.0,71.0
