beats,note_index
0.0,70.0
0.5,69.0
1.0,62.0
4/3,70.0
2.25,69.0
2.75,62.0
3.0,70.0
4.0,69.0
4.5,62.0
5.0,70.0
6.0,69.0
19/3,62.0
7.25,70.0
7.75,69.0
8.0,62.0
26/3,70.0
9.5,69.0
10.0,62.0
10.5,74.0
12.75,72.0
14.5,70.0
15.0,69.0
15.5,62.0
16.0,70.0
17.0,69.0
17.25,62.0
17.75,70.0
56/3,69.0
19.0,62.0
19.5,70.0
20.5,69.0
21.0,62.0
22.0,70.0
22.25,69.0
22.75,62.0
23.0,70.0
24.0,69.0
24.5,62.0
25.0,74.0
27.25,72.0
32.0,62.0
32.75,67.0
34.0,67.0
34.5,69.0
35.5,70.0
109/3,69.0
37.25,67.0
38.0,65.0
39.0,69.0
40.0,67.0
42.0,62.0
139/3,62.0
47.25,67.0
146/3,67.0
49.0,69.0
50.0,70.0
51.0,72.0
52.0,70.0
52.75,72.0
161/3,74.0
54.5,74.0
184/3,74.0
62.0,75.0
62.75,75.0
191/3,72.0
64.5,72.0
65.5,74.0
199/3,74.0
67.25,70.0
206/3,70.0
69.0,72.0
70.0,72.0
71.0,69.0
72.0,72.0
72.75,70.0
221/3,69.0
74.5,67.0
76.0,62.0
229/3,67.0
77.75,67.0
78.0,69.0
79.0,70.0
80.0,69.0
81.0,67.0
82.0,65.0
82.75,69.0
251/3,67.0
90.0,62.0
91.0,67.0
92.25,67.0
92.75,69.0
281/3,70.0
94.5,69.0
95.5,67.0
289/3,65.0
97.25,69.0
98.0,67.0
100.0,62.0
104.5,62.0
105.5,67.0
107.0,67.0
107.25,69.0
108.0,70.0
109.0,72.0
110.0,70.0
111.0,72.0
112.0,74.0
112.75,74.0
119.5,74.0
120.0,75.0
121.0,75.0
122.0,72.0
122.75,72.0
371/3,74.0
124.5,74.0
125.5,70.0
127.0,70.0
127.25,72.0
128.0,72.0
129.0,69.0
130.0,72.0
131.0,70.0
132.0,69.0
132.75,67.0
134.0,62.0
134.5,67.0
136.0,67.0
409/3,69.0
137.25,70.0
138.0,69.0
139.0,67.0
140.0,65.0
141.0,69.0
142.0,67.0
148.0,65.0
149.0,70.0
150.5,70.0
151.0,72.0
152.0,74.0
152.75,75.0
461/3,74.0
154.5,72.0
155.5,70.0
469/3,70.0
162.75,65.0
491/3,70.0
165.0,70.0
165.5,72.0
499/3,74.0
167.25,75.0
168.0,74.0
169.0,72.0
170.0,70.0
171.0,74.0
177.25,74.0
178.0,79.0
179.0,79.0
180.0,75.0
181.0,75.0
182.0,77.0
182.75,77.0
551/3,74.0
185.0,74.0
185.5,75.0
559/3,75.0
187.25,72.0
188.0,72.0
189.0,74.0
190.0,74.0
191.0,70.0
192.25,62.0
192.75,67.0
194.0,67.0
194.5,69.0
195.5,70.0
589/3,69.0
197.25,67.0
198.0,65.0
199.0,69.0
200.0,67.0
237.25,62.0
238.0,67.0
239.5,67.0
240.0,69.0
241.0,70.0
242.0,69.0
242.75,67.0
731/3,65.0
244.5,69.0
245.5,67.0
247.25,62.0
252.0,62.0
252.75,67.0
254.0,67.0
254.5,69.0
255.5,70.0
769/3,72.0
257.25,70.0
258.0,72.0
259.0,74.0
260.0,74.0
267.0,74.0
267.25,75.0
268.0,75.0
269.0,72.0
270.0,72.0
271.0,74.0
272.0,74.0
272.75,70.0
274.0,70.0
274.5,72.0
275.5,72.0
829/3,69.0
277.25,72.0
278.0,70.0
279.0,69.0
280.0,67.0
844/3,62.0
282.0,67.0
283.0,67.0
851/3,69.0
284.5,70.0
285.5,69.0
859/3,67.0
287.25,65.0
288.0,69.0
289.0,67.0
295.5,65.0
889/3,70.0
297.75,70.0
298.0,72.0
299.0,74.0
300.0,75.0
301.0,74.0
302.0,72.0
302.75,70.0
911/3,70.0
310.0,65.0
311.0,70.0
312.25,70.0
312.75,72.0
941/3,74.0
314.5,75.0
315.5,74.0
949/3,72.0
317.25,70.0
318.0,74.0
324.5,74.0
325.5,79.0
979/3,79.0
327.25,75.0
328.0,75.0
329.0,77.0
330.0,77.0
331.0,74.0
332.25,74.0
332.75,75.0
1001/3,75.0
334.5,72.0
335.5,72.0
1009/3,74.0
337.25,74.0
338.0,70.0
339.5,62.0
340.0,67.0
1024/3,67.0
342.0,69.0
342.75,70.0
1031/3,69.0
344.5,67.0
345.5,65.0
1039/3,69.0
347.25,67.0
1061/3,65.0
354.5,70.0
356.0,70.0
1069/3,72.0
357.25,74.0
358.0,75.0
359.0,74.0
360.0,72.0
361.0,70.0
362.0,70.0
368.0,65.0
369.0,70.0
370.5,70.0
371.0,72.0
372.0,74.0
372.75,75.0
1121/3,74.0
374.5,72.0
375.5,70.0
1129/3,74.0
382.75,74.0
1151/3,79.0
384.5,79.0
385.5,75.0
1159/3,75.0
387.25,77.0
388.0,77.0
389.0,74.0
390.5,74.0
391.0,75.0
392.0,75.0
392.75,72.0
1181/3,72.0
394.5,74.0
395.5,74.0
1189/3,70.0
397.75,62.0
398.0,67.0
399.5,67.0
400.0,69.0
401.0,70.0
402.0,69.0
402.75,67.0
1211/3,65.0
404.5,69.0
405.5,67.0
412.0,62.0
412.75,67.0
414.0,67.0
414.5,69.0
415.5,70.0
1249/3,69.0
417.25,67.0
1256/3,65.0
419.0,69.0
1271/3,67.0
