beats,note_index
35.5,75.0
36.0,75.0
37.0,75.0
37.5,74.0
38.0,72.0
38.5,75.0
43.5,67.0
44.0,72.0
44.5,74.0
45.0,75.0
45.5,74.0
46.0,72.0
46.5,75.0
47.0,72.0
51.5,74.0
52.0,74.0
52.5,74.0
53.0,74.0
53.5,72.0
54.0,74.0
54.5,74.0
55.0,72.0
55.5,75.0
58.0,75.0
58.5,74.0
60.0,70.0
60.5,72.0
61.0,72.0
61.5,72.0
67.5,75.0
68.0,75.0
69.0,75.0
69.5,74.0
70.0,72.0
70.5,75.0
75.5,67.0
76.0,72.0
76.5,74.0
77.0,75.0
77.5,74.0
78.0,72.0
78.5,75.0
79.0,72.0
83.5,74.0
84.0,74.0
85.0,74.0
85.5,72.0
86.0,74.0
86.5,74.0
87.5,74.0
88.0,74.0
88.5,72.0
89.0,74.0
89.5,72.0
90.0,75.0
90.5,74.0
91.0,72.0
91.5,69.0
92.0,72.0
92.5,72.0
93.5,75.0
100.0,74.0
101.0,74.0
102.0,74.0
103.0,74.0
104.0,75.0
104.5,75.0
105.0,72.0
105.5,75.0
107.5,67.0
108.0,74.0
109.0,74.0
110.0,74.0
111.0,74.0
111.75,74.0
112.0,75.0
112.5,75.0
113.5,72.0
115.5,72.0
116.0,74.0
118.0,74.0
118.5,74.0
119.0,74.0
119.5,72.0
120.0,75.0
121.0,70.0
121.5,72.0
124.0,70.0
124.5,72.0
125.0,72.0
125.5,70.0
126.0,70.0
126.5,72.0
130.0,77.0
130.5,77.0
132.0,75.0
132.5,77.0
133.5,79.0
136.0,79.0
136.5,77.0
137.5,79.0
140.0,75.0
140.5,77.0
141.5,79.0
143.0,77.0
144.0,77.0
144.5,70.0
145.5,72.0
148.5,75.0
149.0,77.0
149.5,75.0
150.0,77.0
150.5,75.0
151.0,77.0
151.5,75.0
152.0,77.0
152.5,75.0
153.5,79.0
156.0,75.0
156.5,77.0
157.5,79.0
160.0,79.0
160.5,77.0
161.5,79.0
164.0,75.0
164.5,77.0
165.5,79.0
167.0,77.0
168.0,77.0
168.5,70.0
169.5,72.0
172.5,75.0
173.0,77.0
173.5,75.0
174.0,77.0
174.5,75.0
175.0,77.0
175.5,70.0
176.5,72.0
211.5,75.0
212.0,75.0
213.0,75.0
213.5,74.0
214.0,72.0
214.5,75.0
219.5,67.0
220.0,72.0
220.5,74.0
221.0,75.0
221.5,74.0
222.0,72.0
222.5,75.0
223.0,72.0
227.5,74.0
228.0,74.0
228.5,74.0
229.0,74.0
229.5,72.0
230.0,74.0
230.5,74.0
231.0,72.0
231.5,75.0
234.0,75.0
234.5,74.0
236.0,70.0
