beats,note_index
160/3,76.0
54.0,73.0
55.0,73.0
55.5,71.0
56.25,71.0
57.0,68.0
57.75,73.0
58.5,68.0
59.25,71.0
65.0,64.0
66.0,64.0
200/3,64.0
202/3,61.0
68.0,73.0
69.0,71.0
209/3,71.0
211/3,66.0
71.0,68.0
77.0,76.0
78.0,73.0
78.5,73.0
79.25,71.0
80.0,71.0
80.75,68.0
81.5,68.0
82.0,64.0
83.0,66.0
89.0,66.0
269/3,68.0
271/3,71.0
91.0,68.0
92.0,66.0
278/3,68.0
280/3,61.0
93.75,66.0
94.5,64.0
100.75,76.0
101.5,73.0
102.25,73.0
103.0,71.0
103.75,71.0
104.5,68.0
105.0,73.0
106.0,68.0
320/3,71.0
338/3,64.0
340/3,64.0
114.0,64.0
115.0,61.0
115.5,73.0
116.25,71.0
117.0,71.0
117.75,66.0
118.0,68.0
124.5,76.0
125.5,73.0
126.0,73.0
126.25,71.0
382/3,71.0
128.0,68.0
129.0,68.0
129.25,66.0
389/3,64.0
391/3,66.0
136.25,66.0
137.0,68.0
137.75,71.0
138.5,68.0
139.25,66.0
140.0,68.0
140.75,61.0
141.0,66.0
142.0,64.0
148.0,66.0
149.0,66.0
449/3,66.0
150.0,64.0
151.0,66.0
460/3,68.0
154.0,64.0
155.0,64.0
155.5,64.0
156.0,61.0
157.0,59.0
160.75,68.0
161.5,71.0
162.25,73.0
163.0,76.0
164.0,76.0
165.0,76.0
166.0,66.0
166.25,68.0
500/3,66.0
509/3,64.0
511/3,66.0
171.0,73.0
518/3,71.0
181.5,73.0
182.0,71.0
182.25,68.0
183.0,71.0
183.75,76.0
184.5,78.0
185.0,76.0
186.0,78.0
560/3,73.0
562/3,76.0
189.0,68.0
569/3,71.0
571/3,73.0
191.0,71.0
192.0,73.0
578/3,68.0
580/3,71.0
195.0,64.0
195.5,66.0
197.0,66.0
197.75,73.0
198.5,71.0
199.25,73.0
200.0,71.0
200.75,66.0
201.5,68.0
620/3,71.0
622/3,76.0
208.0,78.0
209.0,76.0
629/3,78.0
631/3,73.0
211.0,76.0
638/3,68.0
640/3,71.0
214.0,73.0
215.0,71.0
215.5,73.0
216.25,68.0
217.0,71.0
218.5,64.0
219.25,66.0
220.75,66.0
221.5,68.0
222.25,71.0
223.0,68.0
223.75,68.0
224.5,61.0
225.0,64.0
691/3,71.0
231.0,76.0
232.0,78.0
698/3,76.0
700/3,78.0
234.0,73.0
235.0,76.0
236.25,68.0
237.0,71.0
237.75,73.0
238.5,71.0
239.25,73.0
240.0,68.0
240.75,71.0
242.25,64.0
243.0,66.0
244.5,66.0
245.0,73.0
246.0,71.0
740/3,73.0
742/3,71.0
248.0,66.0
249.0,68.0
254.0,71.0
255.0,76.0
255.5,78.0
256.25,76.0
257.0,78.0
257.75,73.0
258.5,76.0
260.0,68.0
260.75,71.0
261.5,73.0
262.25,71.0
263.0,73.0
263.75,68.0
264.5,71.0
266.0,64.0
800/3,66.0
271.0,73.0
272.0,71.0
818/3,71.0
278.5,66.0
279.25,68.0
280.0,71.0
280.75,68.0
281.5,66.0
282.25,68.0
283.0,61.0
283.75,66.0
284.0,64.0
284.5,64.0
337.75,76.0
338.5,73.0
339.25,73.0
340.0,71.0
340.75,71.0
341.5,68.0
342.25,73.0
343.0,68.0
343.75,71.0
1049/3,64.0
1051/3,64.0
351.0,64.0
352.0,61.0
1058/3,73.0
1060/3,71.0
354.0,71.0
355.0,66.0
355.0,68.0
361.5,76.0
1088/3,73.0
363.0,73.0
1090/3,71.0
364.5,71.0
365.0,68.0
366.0,68.0
366.25,66.0
1100/3,64.0
1102/3,66.0
1120/3,66.0
374.0,68.0
375.0,71.0
375.5,68.0
376.25,66.0
377.0,68.0
377.75,61.0
378.0,66.0
379.0,64.0
385.0,66.0
386.0,66.0
1160/3,66.0
387.0,64.0
388.0,66.0
1171/3,68.0
