beats,note_index
155/3,71.0
52.0,71.0
158/3,71.0
161/3,71.0
54.25,71.0
58.0,64.0
175/3,64.0
59.0,67.0
60.0,64.0
62.0,64.0
205/3,64.0
69.0,64.0
69.5,64.0
70.5,64.0
71.0,62.0
215/3,69.0
218/3,71.0
73.0,69.0
75.25,64.0
75.75,67.0
77.0,64.0
79.0,64.0
251/3,62.0
84.25,67.0
85.25,67.0
85.75,67.0
262/3,64.0
88.0,62.0
265/3,69.0
275/3,62.0
92.0,62.0
278/3,74.0
281/3,74.0
94.75,71.0
95.25,69.0
289/3,71.0
101.0,64.0
104.25,67.0
104.75,64.0
105.25,69.0
319/3,71.0
107.0,69.0
325/3,64.0
109.0,64.0
109.5,67.0
110.5,67.0
335/3,64.0
112.0,62.0
113.0,64.0
341/3,64.0
123.0,71.0
371/3,71.0
124.25,71.0
125.25,71.0
125.75,71.0
129.5,64.0
130.0,64.0
130.5,67.0
395/3,64.0
401/3,64.0
140.0,64.0
140.5,64.0
141.0,64.0
425/3,64.0
142.0,64.0
428/3,62.0
143.0,69.0
144.25,71.0
144.75,69.0
439/3,64.0
147.0,64.0
442/3,67.0
445/3,64.0
150.5,64.0
155.25,62.0
155.75,67.0
157.0,67.0
472/3,67.0
159.0,64.0
159.5,62.0
160.0,69.0
161.0,69.0
485/3,69.0
491/3,62.0
164.25,74.0
165.25,74.0
499/3,71.0
167.0,69.0
168.0,71.0
518/3,64.0
175.25,64.0
175.75,64.0
529/3,62.0
177.0,69.0
178.0,71.0
535/3,69.0
180.5,64.0
181.0,67.0
182.0,64.0
183.0,62.0
551/3,64.0
184.75,64.0
578/3,71.0
193.0,74.0
581/3,76.0
195.25,76.0
197.0,76.0
198.0,76.0
199.0,76.0
200.0,71.0
201.0,76.0
202.0,74.0
205.25,71.0
205.75,69.0
619/3,71.0
209.5,67.0
210.0,67.0
210.5,69.0
212.0,69.0
641/3,69.0
214.75,69.0
215.25,69.0
215.75,69.0
649/3,69.0
217.0,69.0
652/3,67.0
219.0,71.0
222.0,74.0
223.0,75.0
679/3,71.0
227.0,74.0
682/3,76.0
229.0,76.0
230.5,71.0
695/3,76.0
698/3,76.0
701/3,76.0
234.75,78.0
235.75,79.0
715/3,76.0
239.5,71.0
243.0,67.0
731/3,67.0
244.25,69.0
244.75,69.0
245.25,67.0
245.75,69.0
755/3,67.0
252.0,67.0
758/3,69.0
254.25,69.0
255.75,67.0
769/3,66.0
257.0,64.0
799/3,71.0
267.0,71.0
802/3,71.0
805/3,71.0
269.0,71.0
818/3,64.0
273.0,64.0
821/3,67.0
274.75,64.0
277.0,64.0
283.0,64.0
851/3,64.0
284.25,64.0
285.25,64.0
285.75,62.0
859/3,69.0
862/3,71.0
288.0,69.0
290.0,64.0
290.5,67.0
875/3,64.0
881/3,64.0
409.5,71.0
410.0,71.0
410.5,71.0
1235/3,71.0
412.0,71.0
415.75,64.0
1249/3,64.0
417.0,67.0
418.0,64.0
420.0,64.0
1279/3,64.0
427.0,64.0
1282/3,64.0
428.0,64.0
1285/3,64.0
429.0,62.0
429.5,69.0
430.5,71.0
431.0,69.0
1298/3,64.0
433.0,64.0
1301/3,67.0
434.75,64.0
437.0,64.0
1325/3,62.0
442.0,67.0
443.0,67.0
1331/3,67.0
445.25,64.0
445.75,62.0
1339/3,69.0
1342/3,69.0
448.0,69.0
450.0,62.0
450.5,74.0
1355/3,74.0
1358/3,71.0
453.0,69.0
454.25,71.0
459.0,64.0
1385/3,64.0
462.0,64.0
1388/3,62.0
463.0,69.0
464.25,71.0
464.75,69.0
467.0,64.0
1402/3,67.0
1405/3,64.0
469.5,62.0
470.0,64.0
471.0,64.0
1415/3,64.0
479.0,71.0
479.5,74.0
480.0,76.0
1445/3,76.0
483.0,76.0
484.25,76.0
485.25,76.0
1459/3,71.0
1462/3,76.0
1465/3,74.0
1475/3,71.0
492.0,69.0
1478/3,71.0
495.75,67.0
1489/3,67.0
497.0,69.0
1495/3,69.0
500.0,69.0
501.0,69.0
1505/3,69.0
502.0,69.0
1508/3,69.0
503.0,69.0
1511/3,67.0
504.75,71.0
1525/3,74.0
509.5,75.0
1538/3,71.0
513.0,74.0
1541/3,76.0
515.25,76.0
517.0,71.0
518.0,76.0
519.0,76.0
520.0,76.0
521.0,78.0
522.0,79.0
524.75,76.0
525.75,74.0
1579/3,71.0
529.5,67.0
530.0,67.0
530.5,69.0
531.0,69.0
1595/3,67.0
532.0,69.0
538.0,67.0
1615/3,67.0
539.0,69.0
540.5,69.0
542.0,67.0
1628/3,66.0
543.0,64.0
550.5,67.0
551.0,67.0
1655/3,69.0
552.0,69.0
1658/3,67.0
553.0,69.0
559.0,67.0
559.5,67.0
560.0,69.0
1685/3,69.0
563.0,67.0
1691/3,66.0
564.25,64.0
