beats,note_index
110/3,60.0
37.0,63.0
38.0,63.0
116/3,65.0
39.0,68.0
39.5,65.0
40.0,63.0
44.25,60.0
44.75,63.0
46.25,65.0
46.75,68.0
47.25,70.0
47.75,72.0
52.0,72.0
52.5,72.0
53.0,72.0
53.5,72.0
54.0,72.0
54.5,72.0
55.5,60.0
56.0,63.0
56.5,65.0
57.0,63.0
59.75,72.0
181/3,72.0
60.75,72.0
61.25,72.0
61.75,72.0
62.25,72.0
63.0,68.0
191/3,68.0
194/3,70.0
67.5,60.0
68.0,63.0
69.0,63.0
69.5,65.0
70.0,68.0
212/3,65.0
71.0,63.0
75.25,60.0
76.0,63.0
77.25,65.0
77.75,68.0
78.25,70.0
236/3,72.0
83.0,72.0
83.5,72.0
84.0,72.0
84.5,72.0
85.0,72.0
256/3,72.0
86.5,60.0
87.0,63.0
87.5,65.0
88.0,63.0
90.75,72.0
274/3,72.0
91.75,72.0
92.25,72.0
92.75,72.0
93.0,72.0
94.25,68.0
284/3,68.0
287/3,70.0
98.5,70.0
99.0,70.0
99.25,70.0
99.75,70.0
100.25,70.0
302/3,70.0
101.0,72.0
102.0,70.0
102.5,68.0
310/3,65.0
106.25,72.0
320/3,70.0
107.0,68.0
107.5,65.0
108.0,70.0
326/3,68.0
109.5,60.0
110.25,63.0
332/3,65.0
111.0,63.0
114.0,70.0
114.0,70.0
114.5,70.0
115.0,70.0
115.5,70.0
116.0,70.0
116.5,72.0
117.25,70.0
117.75,68.0
119.0,65.0
365/3,72.0
122.0,70.0
368/3,72.0
123.0,70.0
371/3,72.0
124.0,77.0
125.0,72.0
377/3,72.0
380/3,75.0
385/3,68.0
129.0,70.0
129.5,72.0
391/3,75.0
131.0,75.0
397/3,77.0
400/3,72.0
134.25,75.0
134.75,75.0
137.25,77.0
137.75,77.0
138.0,77.0
416/3,77.0
139.0,77.0
419/3,77.0
140.75,72.0
141.0,72.0
142.0,75.0
144.0,68.0
144.5,70.0
145.0,72.0
146.0,75.0
439/3,75.0
148.0,77.0
149.0,72.0
149.75,75.0
150.25,75.0
152.75,77.0
153.0,77.0
153.25,75.0
153.75,72.0
154.0,70.0
464/3,72.0
155.25,70.0
467/3,68.0
156.0,65.0
470/3,70.0
157.0,68.0
157.5,65.0
158.0,63.0
158.5,63.0
159.0,65.0
159.5,68.0
160.0,70.0
481/3,72.0
161.5,75.0
162.5,75.0
163.0,75.0
490/3,65.0
493/3,68.0
172.0,62.0
172.25,62.0
518/3,65.0
521/3,65.0
174.0,67.0
174.5,70.0
175.0,67.0
175.5,65.0
180.0,62.0
180.5,65.0
181.25,65.0
181.75,67.0
182.25,70.0
182.75,72.0
183.0,74.0
563/3,74.0
188.0,74.0
566/3,74.0
189.0,74.0
189.5,74.0
190.0,74.0
191.0,62.0
574/3,65.0
192.0,67.0
577/3,65.0
586/3,74.0
196.0,74.0
589/3,74.0
196.75,74.0
197.25,74.0
197.75,74.0
198.75,70.0
199.25,70.0
200.0,72.0
203.0,62.0
203.5,65.0
204.5,65.0
205.0,67.0
616/3,70.0
206.0,67.0
619/3,65.0
210.75,62.0
211.25,65.0
212.25,65.0
212.75,67.0
213.0,70.0
641/3,72.0
214.0,74.0
218.5,74.0
219.0,74.0
658/3,74.0
220.0,74.0
661/3,74.0
221.0,74.0
222.0,62.0
667/3,65.0
223.0,67.0
670/3,65.0
226.25,74.0
226.75,74.0
227.0,74.0
683/3,74.0
228.0,74.0
686/3,74.0
689/3,70.0
230.0,70.0
231.0,72.0
265.0,72.0
797/3,72.0
266.0,72.0
799/3,72.0
267.0,72.0
267.5,74.0
268.25,72.0
269.0,70.0
269.75,67.0
272.75,74.0
273.0,72.0
821/3,70.0
274.0,67.0
274.5,72.0
275.0,70.0
276.0,62.0
830/3,65.0
277.0,67.0
277.5,65.0
841/3,72.0
281.0,72.0
844/3,72.0
281.75,72.0
282.25,72.0
283.0,74.0
283.75,72.0
284.25,70.0
285.25,67.0
288.0,74.0
865/3,74.0
289.0,72.0
289.25,74.0
869/3,72.0
290.0,74.0
290.5,79.0
874/3,74.0
292.0,74.0
293.0,77.0
295.0,70.0
886/3,72.0
296.0,74.0
296.75,77.0
297.25,77.0
299.0,79.0
299.75,74.0
902/3,77.0
301.0,77.0
911/3,79.0
304.0,79.0
914/3,79.0
305.0,79.0
917/3,79.0
306.0,79.0
307.0,74.0
307.5,74.0
925/3,77.0
931/3,70.0
310.75,72.0
934/3,74.0
312.25,77.0
313.0,77.0
314.25,79.0
315.25,74.0
316.0,77.0
316.75,77.0
319.25,79.0
959/3,77.0
320.0,74.0
320.5,72.0
321.0,74.0
965/3,72.0
322.0,70.0
322.5,67.0
323.0,72.0
970/3,70.0
324.0,67.0
973/3,65.0
325.0,65.0
976/3,67.0
326.0,70.0
979/3,72.0
327.0,74.0
328.0,77.0
329.0,77.0
329.25,77.0
330.0,67.0
330.75,70.0
333.5,70.0
334.0,72.0
334.5,74.0
334.75,74.0
335.5,77.0
336.0,77.0
337.5,79.0
1016/3,74.0
1018/3,77.0
340.0,77.0
1027/3,79.0
343.0,79.0
1030/3,79.0
344.0,79.0
344.25,79.0
344.75,79.0
1037/3,74.0
346.25,74.0
347.0,77.0
349.0,70.0
349.5,72.0
350.0,74.0
351.0,77.0
351.5,77.0
353.0,79.0
354.0,74.0
355.0,77.0
1066/3,77.0
358.0,79.0
358.25,77.0
358.75,74.0
359.25,72.0
359.75,74.0
360.25,72.0
1082/3,70.0
361.0,67.0
361.75,72.0
362.0,70.0
1088/3,67.0
363.0,65.0
1091/3,65.0
364.0,67.0
364.5,70.0
365.0,72.0
365.5,74.0
366.5,77.0
367.5,77.0
368.0,77.0
1105/3,67.0
369.5,70.0
