beats,note_index
0.0,65.0
0.75,68.0
2.0,61.0
2.25,63.0
8/3,65.0
3.0,63.0
12.0,65.0
12.75,68.0
14.0,61.0
14.25,63.0
44/3,65.0
46/3,61.0
24.0,65.0
24.75,68.0
26.0,61.0
26.25,63.0
80/3,65.0
27.0,63.0
36.0,65.0
36.75,68.0
38.25,61.0
116/3,63.0
39.0,66.0
39.75,65.0
40.5,61.0
41.0,63.0
41.25,65.0
125/3,61.0
49.5,61.0
50.25,63.0
51.0,65.0
51.75,66.0
52.0,68.0
53.25,66.0
54.0,65.0
54.75,63.0
63.0,61.0
63.75,63.0
64.5,65.0
65.25,66.0
66.0,68.0
66.75,70.0
67.5,68.0
68.0,66.0
68.25,65.0
206/3,63.0
76.5,61.0
77.25,63.0
78.0,65.0
78.75,66.0
79.5,68.0
80.25,70.0
81.0,68.0
81.75,65.0
90.0,61.0
90.75,63.0
91.5,65.0
92.25,61.0
93.0,66.0
93.75,65.0
94.5,63.0
95.0,65.0
95.25,63.0
287/3,61.0
111.0,68.0
111.75,61.0
112.5,68.0
113.25,73.0
114.0,72.0
343/3,73.0
114.75,72.0
115.0,70.0
115.5,68.0
116.25,66.0
124.5,65.0
125.25,70.0
126.0,65.0
126.75,65.0
127.5,66.0
128.25,68.0
129.0,66.0
388/3,65.0
129.75,63.0
130.0,61.0
138.0,68.0
138.75,61.0
139.5,68.0
140.25,73.0
141.0,72.0
424/3,73.0
141.75,72.0
142.0,70.0
142.5,68.0
143.25,66.0
151.5,65.0
152.25,70.0
153.0,65.0
153.75,65.0
154.0,65.0
154.5,66.0
155.25,68.0
156.0,66.0
469/3,65.0
156.75,63.0
157.0,61.0
157.5,61.0
172.5,65.0
173.0,68.0
173.25,68.0
521/3,68.0
174.0,68.0
523/3,70.0
174.75,68.0
175.5,68.0
176.0,70.0
176.25,68.0
530/3,66.0
177.0,66.0
532/3,65.0
177.75,65.0
186.0,65.0
559/3,68.0
186.75,68.0
187.0,68.0
187.5,68.0
188.0,61.0
188.25,61.0
189.0,63.0
568/3,63.0
189.75,63.0
190.0,66.0
190.5,65.0
198.0,65.0
595/3,68.0
198.75,68.0
199.0,68.0
199.5,68.0
200.0,70.0
200.25,68.0
201.0,68.0
604/3,70.0
201.75,68.0
202.0,66.0
202.5,66.0
203.0,65.0
203.25,65.0
211.5,65.0
212.0,68.0
212.25,68.0
638/3,68.0
213.0,68.0
640/3,61.0
213.75,61.0
214.5,61.0
215.0,63.0
215.25,65.0
647/3,63.0
216.0,61.0
649/3,61.0
229.5,68.0
230.25,61.0
231.0,68.0
231.75,73.0
232.5,72.0
233.0,73.0
233.25,72.0
701/3,70.0
234.0,68.0
234.75,66.0
243.0,65.0
243.75,70.0
244.5,65.0
245.25,65.0
246.0,66.0
246.75,68.0
247.5,66.0
248.0,65.0
248.25,63.0
746/3,61.0
256.5,68.0
257.25,61.0
258.0,68.0
258.75,73.0
259.5,72.0
260.0,73.0
260.25,72.0
782/3,70.0
261.0,68.0
261.75,66.0
270.0,65.0
270.75,70.0
271.5,65.0
272.25,65.0
818/3,65.0
273.0,66.0
273.75,68.0
274.0,68.0
274.5,70.0
275.0,70.0
275.25,72.0
276.0,73.0
