beats,note_index
140/3,74.0
145/3,74.0
49.0,72.0
50.0,74.0
51.0,76.0
155/3,77.0
160/3,69.0
54.0,77.0
55.0,76.0
56.0,77.0
170/3,74.0
60.0,76.0
185/3,76.0
62.5,74.0
190/3,72.0
64.0,69.0
66.0,76.0
200/3,74.0
220/3,74.0
75.0,74.0
76.0,72.0
230/3,74.0
77.5,76.0
235/3,77.0
80.0,69.0
82.5,77.0
250/3,77.0
86.0,77.0
260/3,79.0
89.0,79.0
90.0,76.0
91.0,76.0
92.5,72.0
280/3,74.0
106.0,74.0
320/3,77.0
109.0,76.0
110.0,74.0
112.5,81.0
340/3,79.0
113.75,81.0
114.0,79.0
119.0,77.0
120.0,79.0
370/3,79.0
125.0,77.0
126.0,79.0
380/3,77.0
127.5,74.0
400/3,81.0
404/3,79.0
135.0,81.0
136.0,79.0
410/3,77.0
415/3,74.0
140.0,79.0
141.25,77.0
425/3,79.0
142.5,77.0
430/3,76.0
145.0,72.0
440/3,77.0
149.0,76.0
150.0,77.0
152.5,77.0
460/3,79.0
470/3,77.0
157.5,79.0
485/3,79.0
162.5,81.0
490/3,79.0
166.0,72.0
500/3,74.0
700/3,74.0
235.0,74.0
236.0,72.0
710/3,74.0
237.5,76.0
715/3,77.0
240.0,69.0
241.0,77.0
725/3,76.0
242.5,77.0
730/3,74.0
740/3,76.0
745/3,76.0
249.0,74.0
250.0,72.0
251.0,69.0
252.5,76.0
760/3,74.0
260.0,74.0
785/3,74.0
262.5,72.0
790/3,74.0
264.0,76.0
265.0,77.0
800/3,69.0
269.0,77.0
270.0,77.0
272.5,77.0
820/3,79.0
276.0,79.0
830/3,76.0
277.5,76.0
279.0,72.0
280.0,74.0
292.5,74.0
880/3,77.0
296.0,76.0
890/3,74.0
299.0,81.0
300.0,79.0
901/3,81.0
301.0,79.0
306.0,77.0
920/3,79.0
310.0,79.0
935/3,77.0
312.5,79.0
940/3,77.0
314.0,74.0
320.0,81.0
321.25,79.0
965/3,81.0
322.5,79.0
970/3,77.0
325.0,74.0
980/3,79.0
328.0,77.0
985/3,79.0
329.0,77.0
330.0,76.0
995/3,72.0
1000/3,77.0
336.0,76.0
1010/3,77.0
339.0,77.0
340.0,79.0
1030/3,77.0
344.0,79.0
1045/3,79.0
349.0,81.0
350.0,79.0
352.5,72.0
1060/3,74.0
