beats,note_index
63.5,63.0
66.0,58.0
200/3,60.0
67.0,58.0
69.75,60.0
212/3,63.0
73.25,65.0
74.0,67.0
233/3,72.0
78.5,70.0
238/3,67.0
80.25,65.0
80.75,63.0
81.0,63.0
83.0,65.0
84.25,67.0
91.75,63.0
92.0,63.0
278/3,63.0
93.0,63.0
93.5,63.0
283/3,60.0
95.0,58.0
95.25,58.0
97.0,58.0
98.0,60.0
98.75,63.0
99.25,63.0
299/3,63.0
100.0,63.0
302/3,63.0
101.5,65.0
307/3,67.0
106.0,65.0
106.25,65.0
106.75,65.0
107.0,65.0
323/3,65.0
108.0,63.0
108.5,63.0
328/3,67.0
111.0,65.0
335/3,63.0
112.0,63.0
113.0,60.0
340/3,60.0
113.75,60.0
114.25,60.0
344/3,60.0
347/3,63.0
116.0,63.0
117.0,60.0
120.0,63.0
361/3,63.0
121.0,63.0
121.25,63.0
121.75,63.0
368/3,60.0
123.0,58.0
123.5,58.0
125.25,58.0
126.0,60.0
127.0,63.0
127.5,63.0
128.0,63.0
385/3,63.0
128.75,63.0
389/3,65.0
130.0,67.0
134.0,65.0
134.5,65.0
135.0,65.0
406/3,65.0
136.0,65.0
136.25,63.0
136.75,63.0
413/3,67.0
418/3,67.0
140.0,65.0
140.25,65.0
141.0,67.0
425/3,67.0
142.0,67.0
142.5,67.0
143.0,67.0
143.75,70.0
144.25,72.0
151.75,72.0
152.0,72.0
458/3,72.0
153.0,72.0
153.5,70.0
154.0,67.0
463/3,65.0
155.25,65.0
470/3,67.0
157.0,65.0
158.0,67.0
158.75,70.0
159.25,70.0
479/3,70.0
160.0,70.0
160.5,70.0
161.5,67.0
162.0,65.0
487/3,65.0
491/3,67.0
164.0,65.0
164.5,63.0
165.0,63.0
166.0,60.0
166.25,60.0
166.75,60.0
167.0,60.0
503/3,60.0
168.5,63.0
508/3,65.0
170.0,65.0
170.25,65.0
170.75,65.0
171.0,65.0
172.0,67.0
173.0,60.0
520/3,60.0
173.75,60.0
174.25,60.0
524/3,60.0
175.5,63.0
176.0,60.0
529/3,60.0
180.0,72.0
541/3,72.0
181.0,72.0
181.25,72.0
181.75,70.0
182.0,67.0
548/3,65.0
183.5,65.0
185.0,67.0
185.25,65.0
186.0,67.0
187.0,70.0
