beats,note_index
0.0,57.0
1.0,62.0
2.0,62.0
4.0,57.0
5.0,64.0
6.0,64.0
8.0,62.0
9.5,62.0
10.0,62.0
11.0,72.0
12.0,69.0
16.0,69.0
17.0,74.0
17.5,72.0
18.0,69.0
19.0,67.0
20.0,65.0
21.0,69.0
21.5,67.0
22.0,65.0
23.0,64.0
24.0,62.0
25.5,62.0
26.0,60.0
27.0,58.0
28.0,57.0
32.0,57.0
33.0,62.0
34.0,62.0
36.0,57.0
37.0,64.0
38.0,64.0
40.0,62.0
41.5,62.0
42.0,62.0
43.0,72.0
44.0,69.0
48.0,69.0
49.0,74.0
49.5,72.0
50.0,69.0
51.0,67.0
52.0,65.0
53.0,69.0
53.5,67.0
54.0,65.0
55.0,64.0
56.0,57.0
57.5,57.0
58.0,65.0
59.0,64.0
60.0,62.0
