beats,note_index
2.0,60.0
2.5,64.0
3.0,67.0
4.5,69.0
5.0,67.0
5.5,65.0
6.0,64.0
7.0,60.0
8.0,60.0
9.0,62.0
10.0,55.0
11.0,55.0
12.0,64.0
13.0,60.0
14.0,60.0
14.5,64.0
15.0,67.0
16.5,69.0
17.0,67.0
17.5,65.0
18.0,64.0
19.0,60.0
20.0,60.0
21.0,62.0
22.0,55.0
23.0,55.0
24.0,60.0
26.0,60.0
27.0,62.0
28.0,55.0
29.0,55.0
30.0,64.0
31.0,60.0
32.0,60.0
33.0,62.0
34.0,55.0
35.0,55.0
36.0,64.0
37.0,60.0
38.0,60.0
38.5,64.0
39.0,67.0
40.5,69.0
41.0,67.0
41.5,65.0
42.0,64.0
43.0,60.0
44.0,60.0
45.0,62.0
46.0,55.0
47.0,55.0
48.0,60.0
