beats,note_index
3.0,60.0
3.5,62.0
4.0,64.0
5.0,64.0
6.0,60.0
7.0,60.0
7.5,62.0
8.0,64.0
9.0,64.0
10.0,60.0
11.0,60.0
11.5,62.0
12.0,64.0
13.0,64.0
14.0,65.0
15.0,64.0
16.0,62.0
19.0,59.0
19.5,60.0
20.0,62.0
21.0,62.0
22.0,59.0
23.0,59.0
23.5,60.0
24.0,62.0
25.0,62.0
26.0,59.0
27.0,59.0
27.5,62.0
28.0,67.0
28.5,67.0
29.0,67.0
29.5,67.0
30.0,65.0
31.0,62.0
32.0,60.0
35.0,60.0
35.5,62.0
36.0,64.0
39.0,60.0
39.5,62.0
40.0,64.0
43.0,60.0
43.5,62.0
44.0,64.0
45.0,64.0
46.0,65.0
47.0,64.0
48.0,62.0
51.0,59.0
51.5,60.0
52.0,62.0
53.0,62.0
54.0,59.0
55.0,59.0
55.5,60.0
56.0,62.0
57.0,62.0
58.0,59.0
59.0,62.0
60.0,67.0
60.5,67.0
61.0,67.0
61.5,67.0
62.0,65.0
63.0,62.0
64.0,60.0
