beats,note_index
0.0,60.0
1.5,62.0
2.0,64.0
3.0,64.0
4.0,62.0
4.5,60.0
5.0,62.0
5.5,64.0
6.0,60.0
7.0,55.0
8.0,60.0
9.5,62.0
10.0,64.0
11.0,64.0
12.0,62.0
12.5,60.0
13.0,62.0
13.5,64.0
14.0,60.0
16.0,60.0
16.5,60.0
17.0,60.0
17.5,64.0
18.0,67.0
18.5,67.0
19.0,67.0
20.0,67.0
20.5,69.0
21.0,67.0
21.5,65.0
22.0,64.0
22.5,62.0
23.0,60.0
24.0,67.0
24.5,67.0
25.0,67.0
26.0,55.0
26.5,55.0
27.0,55.0
28.0,67.0
28.5,67.0
29.0,67.0
30.0,55.0
32.0,60.0
33.5,62.0
34.0,64.0
35.0,64.0
36.0,62.0
36.5,60.0
37.0,62.0
37.5,64.0
38.0,60.0
39.0,55.0
40.0,60.0
41.5,62.0
42.0,64.0
43.0,64.0
44.0,62.0
44.5,60.0
45.0,62.0
45.5,64.0
46.0,60.0
