beats,note_index
0.0,58.0
1.0,58.0
2.0,58.0
2.5,63.0
3.0,67.0
3.5,70.0
4.0,70.0
6.0,68.0
8.0,67.0
9.0,67.0
10.0,67.0
10.5,65.0
11.0,63.0
11.5,62.0
12.0,60.0
16.0,60.0
17.0,60.0
18.0,60.0
18.5,62.0
19.0,63.0
19.5,65.0
20.0,65.0
22.0,58.0
24.0,58.0
25.0,58.0
26.0,60.0
26.5,62.0
27.0,63.0
27.5,65.0
28.0,67.0
32.0,70.0
33.0,70.0
34.0,72.0
34.5,70.0
35.0,68.0
35.5,67.0
36.0,67.0
38.0,60.0
40.0,68.0
41.0,68.0
42.0,67.0
42.5,65.0
43.0,67.0
43.5,70.0
44.0,65.0
48.0,63.0
49.0,63.0
50.0,63.0
50.5,62.0
51.0,60.0
51.5,58.0
52.0,70.0
54.0,68.0
56.0,58.0
57.0,58.0
58.0,58.0
58.5,68.0
59.0,67.0
59.5,65.0
60.0,63.0
