beats,note_index
0.0,72.0
0.25,72.0
0.75,72.0
1.0,72.0
1.5,69.0
1.75,72.0
2.0,65.0
2.5,74.0
3.0,72.0
4.0,72.0
4.25,72.0
4.75,72.0
5.0,72.0
5.5,69.0
5.75,67.0
6.0,65.0
6.5,69.0
7.0,67.0
8.0,67.0
8.75,69.0
9.0,72.0
9.5,72.0
10.0,69.0
10.5,69.0
10.75,67.0
11.0,65.0
12.0,67.0
12.5,69.0
12.75,67.0
13.0,65.0
13.5,65.0
13.75,62.0
14.0,60.0
14.5,62.0
15.0,60.0
16.0,72.0
16.25,72.0
16.75,72.0
17.0,72.0
17.5,69.0
17.75,72.0
18.0,65.0
18.5,74.0
19.0,72.0
20.0,72.0
20.25,72.0
20.75,72.0
21.0,72.0
21.5,69.0
21.75,67.0
22.0,65.0
22.5,69.0
23.0,67.0
24.0,67.0
24.5,67.0
24.75,69.0
25.0,72.0
25.5,72.0
26.0,69.0
26.5,69.0
26.75,67.0
27.0,65.0
28.0,67.0
28.5,69.0
28.75,67.0
29.0,65.0
29.5,65.0
29.75,62.0
30.0,60.0
30.5,62.0
31.0,60.0
32.0,72.0
32.25,72.0
32.75,72.0
33.0,72.0
33.5,69.0
33.75,72.0
34.0,65.0
34.5,74.0
35.0,72.0
35.5,72.0
35.75,74.0
36.0,65.0
36.5,67.0
37.0,65.0
37.5,67.0
38.0,69.0
39.0,67.0
40.0,65.0
