beats,note_index
0.0,67.0
1.5,62.0
2.0,67.0
2.75,62.0
3.0,67.0
3.75,69.0
4.0,71.0
6.0,67.0
7.0,62.0
8.0,72.0
9.5,72.0
10.0,67.0
11.0,69.0
12.0,71.0
16.0,67.0
17.5,62.0
18.0,67.0
18.75,62.0
19.0,67.0
19.75,69.0
20.0,71.0
22.0,67.0
23.0,71.0
23.5,71.0
24.0,71.0
25.5,69.0
26.0,69.0
27.0,71.0
28.0,69.0
32.0,69.0
33.5,69.0
34.0,68.0
34.75,69.0
35.0,71.0
35.75,69.0
36.0,67.0
38.0,62.0
40.0,72.0
41.0,72.0
41.75,72.0
42.0,67.0
42.75,67.0
43.0,69.0
43.75,69.0
44.0,71.0
48.0,67.0
49.5,66.0
50.0,67.0
50.75,66.0
51.0,67.0
51.75,64.0
52.0,62.0
54.0,67.0
56.0,71.0
57.5,72.0
58.0,71.0
59.0,69.0
60.0,67.0
61.0,67.0
62.0,67.0
