time,pitch
0.022131519274375507,261.8563453519539
0.032131519274375506,262.3570147996738
0.04213151927437551,262.01819369128134
0.05213151927437551,261.93688312980953
0.062131519274375505,262.28669924236146
0.07213151927437551,262.2039739544421
0.08213151927437551,262.17703453837953
0.09213151927437552,262.3393263597041
0.10213151927437551,262.18148121801005
0.11213151927437551,262.0308206057513
0.12213151927437552,261.8768572475156
0.1321315192743755,262.1814458963848
0.1421315192743755,262.1887090284489
0.15213151927437552,262.06329941776863
0.16213151927437552,262.2864805884348
0.1721315192743755,262.1404307189462
0.18213151927437551,262.02835548622835
0.19213151927437552,262.13570733740676
0.2021315192743755,261.85200557204035
0.2121315192743755,261.8488609003112
0.22213151927437552,261.99844941553204
0.2321315192743755,261.87592865331186
0.2421315192743755,261.8797023956872
0.2521315192743755,262.04037283356416
0.2621315192743755,261.96405288927417
0.2721315192743755,262.0046028935318
0.2821315192743755,261.969881527343
0.29213151927437553,261.917899937998
0.30213151927437554,261.87496787093716
0.3121315192743755,261.72415298360994
0.3221315192743755,261.9072853904717
0.3321315192743755,261.8939028423383
0.3421315192743755,261.7179227744616
0.3521315192743755,261.80078150276324
0.36213151927437554,261.81817374626405
0.37213151927437554,261.66829355928587
0.3821315192743755,261.8087757182074
0.3921315192743755,261.71832190718317
0.4021315192743755,261.5429639223709
0.4121315192743755,261.5640020825949
0.42213151927437553,261.58490882030827
0.43213151927437554,261.49341864379403
0.4421315192743755,261.6522047883105
0.4521315192743755,261.66965426839965
0.4621315192743755,261.71987296882236
0.4721315192743755,261.6621064350884
0.48213151927437553,261.645248813124
0.49213151927437554,261.49790816488104
0.5021315192743755,261.5463815217351
0.5121315192743755,261.5512946772592
0.5221315192743755,261.63342695115165
0.5321315192743755,261.60810992797116
0.5421315192743755,261.6730633899623
0.5521315192743755,261.59316759440566
0.5621315192743756,261.5699069379415
0.5721315192743756,261.60018277626705
0.5821315192743756,261.5982812843241
0.5921315192743756,261.443598102308
0.6021315192743755,261.5091664617471
0.6121315192743755,261.595003020909
0.6221315192743755,261.55366834178824
0.6321315192743755,261.51972120667295
0.6421315192743755,261.5282392243096
0.6521315192743755,261.46376272496155
0.6621315192743755,261.4370399386123
0.6721315192743755,261.45128004899726
0.6821315192743755,261.3095654374626
0.6921315192743756,269.87869946511825
0.7021315192743756,290.7922499391144
0.7121315192743756,293.6337808314746
0.7221315192743756,294.1715658967815
0.7321315192743755,293.81773675451336
0.7421315192743755,293.8238224922293
0.7521315192743755,293.81069603517227
0.7621315192743755,293.9748736561545
0.7721315192743755,294.08782716126296
0.7821315192743755,293.7041706758122
0.7921315192743755,294.0522433053127
0.8021315192743755,294.1778071104821
0.8121315192743756,293.9562714776699
0.8221315192743756,294.2172014217526
0.8321315192743756,294.26621617821047
0.8421315192743756,294.0497500732962
0.8521315192743756,294.15134711376425
0.8621315192743755,294.18102055999174
0.8721315192743755,294.02052766563276
0.8821315192743755,293.9133414245313
0.8921315192743755,294.054671126944
0.9021315192743755,294.01249177748093
0.9121315192743755,293.97861023831564
0.9221315192743755,295.3770887434413
0.9321315192743755,325.6297503429365
0.9421315192743756,327.52304464831803
0.9521315192743756,328.29346836542976
0.9621315192743756,327.7983167954088
0.9721315192743756,327.5041141865186
0.9821315192743755,328.6139300787932
0.9921315192743755,328.49642890402873
1.0021315192743754,328.64280336706014
1.0121315192743754,329.038735173585
1.0221315192743754,328.9090725557186
1.0321315192743754,328.86302157115387
1.0421315192743754,329.2484501480181
1.0521315192743754,328.9106023010631
1.0621315192743754,329.00711274293997
1.0721315192743754,329.2515755376419
1.0821315192743755,329.094709110321
1.0921315192743755,329.4338313188652
1.1021315192743755,329.59825130524644
1.1121315192743755,329.4958871360446
1.1221315192743755,329.5358333393042
1.1321315192743755,329.58418575195753
1.1421315192743755,329.37978877889446
1.1521315192743755,329.5661660267038
1.1621315192743755,329.3787559570139
1.1721315192743755,329.54909867141674
1.1821315192743753,329.69938379113654
1.1921315192743753,329.5778738833631
1.2021315192743753,329.43544409695033
1.2121315192743753,329.63308195223993
1.2221315192743754,329.61344619915576
1.2321315192743754,329.7635171690965
1.2421315192743754,329.8344299806572
1.2521315192743754,329.56082696508645
1.2621315192743754,329.4629701053087
1.2721315192743754,329.627598658153
1.2821315192743754,329.6824430048969
1.2921315192743754,329.6522525368389
1.3021315192743754,329.8429673664187
1.3121315192743754,329.54038800805955
1.3221315192743754,329.4937738591579
1.3321315192743755,329.57014968066676
1.3421315192743755,329.4594066195795
1.3521315192743755,329.64543823632914
1.3621315192743755,329.84183160050014
1.3721315192743755,329.42074346831123
1.3821315192743755,328.56732982570054
1.3921315192743755,328.322986567476
1.4021315192743755,329.8136272255162
1.4121315192743755,330.37352026689325
1.4221315192743755,329.9439016320589
1.4321315192743753,330.2832341905251
1.4421315192743753,330.468490643935
1.4521315192743753,330.3986752850059
1.4621315192743753,330.39342122621247
1.4721315192743754,330.4200991761844
1.4821315192743754,330.3235418140217
1.4921315192743754,330.40999016271167
1.5021315192743754,330.30812010082246
1.5121315192743754,330.210333747648
1.5221315192743754,330.205311254667
1.5321315192743754,330.3531533933445
1.5421315192743754,330.33118875437486
1.5521315192743754,330.2441781838425
1.5621315192743754,330.31013641463363
1.5721315192743754,330.300251628201
1.5821315192743755,330.3113389831102
1.5921315192743755,330.10680592580724
1.6021315192743755,330.0417845808441
1.6121315192743755,330.0760781498319
1.6221315192743755,330.00286445407164
1.6321315192743755,330.1139598555596
1.6421315192743755,330.1226292974568
