beats,note_index
1.0,61.0
1.5,64.0
2.0,64.0
3.0,64.0
3.5,61.0
4.0,66.0
4.5,66.0
5.0,68.0
5.5,66.0
6.5,66.0
7.0,66.0
7.5,64.0
8.0,69.0
9.0,69.0
10.0,69.0
10.5,66.0
11.0,69.0
11.5,66.0
12.0,64.0
17.0,61.0
17.5,64.0
18.0,64.0
19.5,61.0
20.0,66.0
20.5,66.0
21.0,68.0
21.5,66.0
22.5,66.0
23.0,66.0
23.5,64.0
24.0,69.0
25.0,69.0
25.5,69.0
26.0,69.0
26.5,66.0
27.0,66.0
27.5,69.0
28.0,71.0
32.0,76.0
32.5,76.0
33.5,76.0
34.5,76.0
35.0,73.0
35.5,71.0
36.0,69.0
36.5,69.0
37.5,66.0
38.5,69.0
39.0,66.0
39.5,69.0
40.0,71.0
40.5,71.0
41.0,71.0
41.5,71.0
42.0,71.0
42.5,69.0
43.0,73.0
43.5,71.0
44.0,71.0
48.0,73.0
48.5,73.0
49.5,73.0
50.0,73.0
50.5,71.0
51.0,71.0
52.0,69.0
52.5,69.0
53.5,69.0
54.0,71.0
54.5,69.0
55.0,66.0
55.5,64.0
56.0,64.0
56.5,64.0
57.5,64.0
58.0,66.0
58.5,64.0
59.0,71.0
59.5,73.0
60.0,69.0
