beats,note_index
0.0,60.0
0.5,60.0
1.0,60.0
1.5,64.0
2.0,67.0
2.5,67.0
3.0,67.0
3.75,67.0
4.0,69.0
4.5,69.0
5.0,69.0
5.5,72.0
6.0,67.0
8.0,65.0
8.5,65.0
9.0,65.0
9.5,69.0
10.0,64.0
10.5,64.0
11.0,64.0
11.5,64.0
12.0,62.0
12.5,62.0
13.0,62.0
13.5,62.0
14.0,67.0
15.5,67.0
16.0,60.0
16.5,60.0
17.0,60.0
17.5,64.0
18.0,67.0
18.5,67.0
19.0,67.0
19.75,67.0
20.0,69.0
20.5,69.0
21.0,69.0
21.5,72.0
22.0,67.0
24.0,65.0
24.5,65.0
25.0,65.0
25.5,69.0
26.0,64.0
26.25,64.0
26.5,64.0
26.75,64.0
27.0,64.0
27.75,64.0
28.0,62.0
28.5,62.0
29.0,62.0
29.5,64.0
30.0,60.0
